Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,54.94,54.94,54.94,54.94,54.94,54.94,54.94,89.48,89.48,89.48,CEBBCO
Reserves,203.15,219.09,151.23,48.68,-56.08,-94.25,-131.11,-2.62,5.96,17.9,CEBBCO
Borrowings,110.97,162.89,135.7,139.75,147.63,162.7,172.18,34.29,41.84,50.05,CEBBCO
Other Liabilities,98.32,186.84,81.58,79.35,89.02,101.74,112.52,87.43,62.61,101.83,CEBBCO
Total,467.38,623.76,423.45,322.72,235.51,225.13,208.53,208.58,199.89,259.26,CEBBCO
Net Block,177.49,311.71,289.3,214.96,158.52,144.68,134.53,112.97,111.05,114.89,CEBBCO
Capital Work in Progress,53.94,9.47,14.26,13.82,2.0,1.99,1.98,0.13,5.75,6.07,CEBBCO
Investments,0.69,0.6,,,,,,,,0.69,CEBBCO
Other Assets,235.26,301.98,119.89,93.94,74.99,78.46,72.02,95.48,83.09,137.61,CEBBCO
Total,467.38,623.76,423.45,322.72,235.51,225.13,208.53,208.58,199.89,259.26,CEBBCO
Receivables,103.75,146.74,23.52,16.04,12.34,15.7,6.85,17.75,11.11,46.98,CEBBCO
Inventory,49.7,67.01,37.62,16.57,9.8,6.97,9.27,14.44,47.57,59.05,CEBBCO
Cash & Bank,5.61,33.98,11.3,4.69,0.05,1.68,4.41,23.9,4.5,9.26,CEBBCO
No. of Equity Shares,54942964.0,54942964.0,54942964.0,54942964.0,54942964.0,54942964.0,54942964.0,89482657.0,89482657.0,89482657.0,CEBBCO
New Bonus Shares,,,,,,,,,,,CEBBCO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CEBBCO
