Report Date,2011-03-31 00:00:00,2012-03-31 00:00:00,2013-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,45.25,68.21,60.33,157.87,189.57,185.84,298.56,547.92,551.89,691.23,ANMOL
Raw Material Cost,44.17,66.73,58.19,132.48,185.93,217.87,292.03,540.16,542.7,676.2,ANMOL
Change in Inventory,,,-0.42,-22.87,,35.21,,,,,ANMOL
Power and Fuel,,,0.01,0.01,0.01,,,0.01,0.04,0.02,ANMOL
Other Mfr. Exp,,0.01,0.01,0.02,0.01,,0.02,0.01,0.01,0.02,ANMOL
Employee Cost,0.05,0.05,0.07,0.31,0.28,0.18,0.24,0.5,1.11,1.28,ANMOL
Selling and admin,0.15,0.16,0.18,0.45,0.99,0.43,0.41,1.39,1.24,2.53,ANMOL
Other Expenses,-0.01,,0.1,0.07,,-0.02,0.02,0.66,0.24,0.44,ANMOL
Other Income,0.02,0.02,0.33,0.32,0.29,0.63,0.23,1.93,4.22,5.32,ANMOL
Depreciation,0.04,0.05,0.04,0.1,0.08,0.09,0.1,0.13,0.16,0.17,ANMOL
Interest,0.81,1.13,1.38,1.01,1.3,1.49,2.04,1.99,4.48,2.55,ANMOL
Profit before tax,0.06,0.1,0.26,0.87,1.26,1.64,3.93,5.0,6.13,13.34,ANMOL
Tax,0.02,0.03,0.08,0.31,0.44,0.55,1.3,1.4,1.61,3.46,ANMOL
Net profit,0.04,0.07,0.18,0.57,0.83,1.09,2.62,3.61,4.52,9.89,ANMOL
