Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,55.26,309.12,342.86,1082.55,1338.01,1644.99,2431.11,2989.96,3026.09,587.44,FCONSUMER
Raw Material Cost,,283.08,289.57,963.95,1170.66,1484.62,2157.31,2585.76,2507.03,437.41,FCONSUMER
Change in Inventory,,25.0,-9.29,-4.41,8.41,49.79,54.27,19.81,-78.04,-96.6,FCONSUMER
Power and Fuel,,1.33,3.14,4.16,4.48,1.82,3.28,4.01,4.13,1.69,FCONSUMER
Other Mfr. Exp,0.01,2.88,0.99,1.43,1.47,1.2,23.89,29.5,37.69,9.25,FCONSUMER
Employee Cost,7.29,29.07,39.5,59.05,65.05,66.94,92.54,100.15,94.85,47.62,FCONSUMER
Selling and admin,24.06,52.99,53.87,72.56,94.54,94.19,120.54,153.7,132.44,56.45,FCONSUMER
Other Expenses,1.37,6.45,9.5,16.92,17.38,17.83,33.36,34.4,117.49,192.78,FCONSUMER
Other Income,-30.94,48.4,119.36,8.8,26.52,34.01,48.9,40.41,-225.53,-24.44,FCONSUMER
Depreciation,0.04,15.76,25.31,32.75,15.25,17.24,25.24,34.87,51.13,40.95,FCONSUMER
Interest,,2.01,0.64,29.87,62.88,36.99,45.5,66.06,79.93,70.02,FCONSUMER
Profit before tax,-8.45,-11.05,30.41,-93.75,-58.77,7.96,32.62,41.73,-302.17,-389.77,FCONSUMER
Tax,5.22,0.4,,,-0.27,0.18,0.28,-18.8,3.48,20.99,FCONSUMER
Net profit,-13.67,-11.45,30.41,-93.75,-58.49,7.78,32.35,60.53,-305.65,-410.76,FCONSUMER
