Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1896.88,1985.0,2066.29,1834.86,1484.0,1495.92,1781.55,2260.94,2044.01,1910.6,SOTL
Raw Material Cost,1560.68,1635.57,1712.25,1557.97,1144.49,1113.2,1315.18,1765.53,1561.2,1354.07,SOTL
Change in Inventory,32.81,0.99,18.61,-20.46,-19.48,19.86,-9.16,17.01,-14.44,9.37,SOTL
Power and Fuel,1.97,2.04,2.51,2.52,2.43,2.74,2.68,2.98,2.82,2.42,SOTL
Other Mfr. Exp,6.75,8.95,7.71,10.73,10.96,11.67,13.65,15.09,14.74,16.44,SOTL
Employee Cost,24.52,28.44,31.6,32.55,36.09,40.6,46.77,52.11,56.59,62.06,SOTL
Selling and admin,152.78,161.16,173.28,146.2,153.31,163.03,179.83,210.45,191.52,149.14,SOTL
Other Expenses,58.28,33.6,4.74,2.7,27.87,29.36,28.12,35.0,47.35,35.45,SOTL
Other Income,13.5,69.93,72.77,8.78,9.64,12.98,9.55,18.4,11.61,31.82,SOTL
Depreciation,25.21,25.14,29.98,34.08,30.19,28.29,25.88,23.53,22.22,20.19,SOTL
Interest,12.75,10.47,62.97,40.61,26.31,13.71,13.75,28.95,19.99,8.92,SOTL
Profit before tax,100.25,150.55,132.63,-4.18,42.51,126.16,156.08,162.71,124.75,303.1,SOTL
Tax,32.22,47.22,42.9,-2.91,6.35,32.54,29.89,48.44,29.11,79.15,SOTL
Net profit,68.03,103.32,89.74,-1.27,36.16,93.62,126.2,114.27,95.64,223.96,SOTL
