Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,MRO-TEK
Reserves,53.09,39.89,28.53,17.23,-11.46,-3.16,4.14,-5.69,-10.92,-18.39,MRO-TEK
Borrowings,3.34,6.73,26.79,23.1,19.14,21.02,13.3,29.47,48.88,62.19,MRO-TEK
Other Liabilities,13.06,19.98,26.08,19.63,19.69,5.6,5.4,15.01,18.47,12.47,MRO-TEK
Total,78.83,75.94,90.74,69.3,36.71,32.8,32.18,48.13,65.77,65.61,MRO-TEK
Net Block,23.8,24.36,22.79,23.24,9.42,7.87,7.47,9.79,13.03,13.21,MRO-TEK
Capital Work in Progress,,,,,,,,3.08,,,MRO-TEK
Investments,0.79,0.79,0.79,0.79,0.73,0.73,,,,,MRO-TEK
Other Assets,54.24,50.79,67.16,45.27,26.56,24.2,24.71,35.26,52.74,52.4,MRO-TEK
Total,78.83,75.94,90.74,69.3,36.71,32.8,32.18,48.13,65.77,65.61,MRO-TEK
Receivables,13.58,19.03,25.04,10.63,7.57,3.97,6.28,5.1,5.17,13.28,MRO-TEK
Inventory,29.12,20.7,19.63,17.29,10.17,11.51,10.45,18.92,22.14,12.9,MRO-TEK
Cash & Bank,5.46,4.54,15.59,4.78,0.75,0.33,1.68,0.66,0.58,1.14,MRO-TEK
No. of Equity Shares,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,18684602.0,MRO-TEK
New Bonus Shares,,,,,,,,,,,MRO-TEK
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,MRO-TEK
