Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,1147.25,1461.21,1744.62,2018.81,2864.0,2979.6,3062.59,3862.28,5615.66,4876.45,VBL
Raw Material Cost,736.7,860.05,1037.07,1169.38,1519.43,1382.71,1470.51,1843.2,2744.35,2218.81,VBL
Change in Inventory,31.64,0.54,2.72,-0.72,31.84,16.84,66.2,68.79,132.41,3.14,VBL
Power and Fuel,43.41,68.91,85.09,91.49,109.4,124.2,130.38,158.8,220.19,203.07,VBL
Other Mfr. Exp,37.79,53.35,60.95,75.71,109.39,121.74,125.79,135.37,192.63,185.89,VBL
Employee Cost,73.15,100.39,125.06,147.25,245.9,280.49,319.47,411.79,631.57,695.42,VBL
Selling and admin,142.46,178.72,200.95,198.6,315.89,361.77,326.71,491.8,734.63,686.8,VBL
Other Expenses,6.17,11.65,10.58,13.19,15.9,22.54,31.18,24.05,19.61,29.61,VBL
Other Income,0.4,47.25,33.33,42.05,41.36,50.17,45.54,88.15,98.01,5.46,VBL
Depreciation,56.01,96.91,134.47,152.04,262.62,249.46,273.64,295.55,387.2,412.82,VBL
Interest,72.04,97.78,148.81,157.73,139.71,389.49,192.45,195.7,281.61,249.95,VBL
Profit before tax,11.56,41.24,-22.31,54.75,218.96,114.21,304.2,462.96,634.29,202.68,VBL
Tax,2.89,-4.2,-5.8,19.35,67.31,24.71,68.6,130.6,185.75,-23.75,VBL
Net profit,8.68,45.44,-16.5,35.4,151.65,89.5,235.6,332.36,448.55,226.43,VBL
