Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,12.28,6.71,7.15,10.11,9.03,10.54,13.82,10.39,11.47,14.91,INDBANK
Raw Material Cost,,,,,,,,,,,INDBANK
Change in Inventory,,,,,,,,,,,INDBANK
Power and Fuel,0.24,0.17,0.16,0.14,0.14,0.12,0.13,0.1,0.12,0.11,INDBANK
Other Mfr. Exp,0.43,0.19,0.3,0.25,0.26,0.38,0.82,0.53,0.6,0.84,INDBANK
Employee Cost,4.07,3.36,3.21,3.53,3.68,3.77,4.29,4.41,4.98,6.06,INDBANK
Selling and admin,2.07,2.05,1.27,1.33,1.17,1.33,1.5,1.63,1.43,1.2,INDBANK
Other Expenses,3.95,1.14,0.45,0.6,0.52,4.53,1.91,2.28,5.35,4.66,INDBANK
Other Income,0.47,1.94,-0.64,2.63,0.59,6.55,0.81,2.13,5.77,4.56,INDBANK
Depreciation,0.53,0.71,0.67,0.69,0.6,0.53,0.43,0.23,0.3,0.19,INDBANK
Interest,,0.01,0.14,0.29,0.11,0.81,1.58,1.53,1.52,1.53,INDBANK
Profit before tax,1.46,1.02,0.31,5.91,3.14,5.62,3.97,1.81,2.94,4.88,INDBANK
Tax,1.35,0.29,0.01,0.91,0.38,0.29,1.75,0.05,0.85,0.83,INDBANK
Net profit,0.11,0.73,0.3,4.99,2.76,5.34,2.22,1.77,2.09,4.05,INDBANK
