Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2070.31,2535.94,2654.26,2399.88,2400.71,2328.42,2755.64,3252.86,3713.03,3688.78,JMCPROJECT
Raw Material Cost,807.06,844.6,882.4,859.26,858.77,844.35,1122.35,1416.87,1753.36,1637.12,JMCPROJECT
Change in Inventory,37.25,14.72,17.53,24.12,,,,,,,JMCPROJECT
Power and Fuel,11.55,14.02,17.06,16.95,20.58,16.41,20.31,20.3,24.4,21.25,JMCPROJECT
Other Mfr. Exp,812.08,1230.13,1268.98,996.01,966.86,876.75,911.24,1069.9,1038.24,1213.57,JMCPROJECT
Employee Cost,142.09,148.39,169.51,201.0,226.19,236.39,267.26,303.72,347.34,321.67,JMCPROJECT
Selling and admin,177.31,175.18,189.93,179.46,107.24,127.63,90.47,101.07,109.93,126.26,JMCPROJECT
Other Expenses,3.34,12.62,0.54,-0.52,-1.86,6.01,47.05,-14.31,85.59,7.96,JMCPROJECT
Other Income,10.92,6.7,8.49,13.21,8.28,14.22,17.14,22.79,26.3,24.55,JMCPROJECT
Depreciation,47.06,54.86,58.9,48.92,51.67,57.37,71.65,78.13,117.34,142.38,JMCPROJECT
Interest,53.62,61.64,62.75,92.5,114.49,93.93,97.49,111.45,146.32,141.01,JMCPROJECT
Profit before tax,64.37,15.92,30.21,43.63,65.05,83.8,144.96,188.52,116.81,102.11,JMCPROJECT
Tax,12.43,-2.41,7.24,13.78,21.68,25.55,38.83,46.39,37.85,31.0,JMCPROJECT
Net profit,51.94,18.33,22.97,29.86,43.37,58.26,106.13,142.13,78.96,71.11,JMCPROJECT
