Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,JAGSNPHARM
Reserves,85.37,85.27,85.49,82.33,85.27,96.81,84.95,91.37,97.93,108.83,JAGSNPHARM
Borrowings,34.89,33.41,35.95,39.31,38.49,7.93,8.3,3.79,6.4,6.79,JAGSNPHARM
Other Liabilities,22.74,21.22,21.72,19.48,22.42,24.77,23.47,27.52,31.27,35.49,JAGSNPHARM
Total,156.1,153.0,156.26,154.22,159.28,142.61,129.82,135.78,148.7,164.21,JAGSNPHARM
Net Block,59.15,58.35,56.41,51.96,51.61,21.59,21.32,21.64,24.44,25.72,JAGSNPHARM
Capital Work in Progress,0.93,2.33,2.35,,,,3.04,3.95,1.9,,JAGSNPHARM
Investments,,,,,,,,,11.39,15.31,JAGSNPHARM
Other Assets,96.02,92.32,97.5,102.26,107.67,121.02,105.46,110.19,110.97,123.18,JAGSNPHARM
Total,156.1,153.0,156.26,154.22,159.28,142.61,129.82,135.78,148.7,164.21,JAGSNPHARM
Receivables,42.31,42.2,45.22,44.89,41.69,39.41,25.15,20.75,21.45,12.66,JAGSNPHARM
Inventory,35.22,30.07,30.59,33.06,39.84,47.62,51.43,32.69,29.33,29.72,JAGSNPHARM
Cash & Bank,9.88,10.34,12.6,15.02,15.53,20.06,14.51,38.53,40.49,60.23,JAGSNPHARM
No. of Equity Shares,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,26198000.0,JAGSNPHARM
New Bonus Shares,,,,,,,,,,,JAGSNPHARM
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,JAGSNPHARM
