Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,7.9,7.27,8.86,8.07,7.52,7.18,6.78,8.3,9.51,7.5,PROZONINTU
Raw Material Cost,,,,,,,,,,,PROZONINTU
Change in Inventory,,,,,,,,,,,PROZONINTU
Power and Fuel,0.25,0.38,0.3,0.18,0.19,0.19,0.19,0.21,0.26,0.14,PROZONINTU
Other Mfr. Exp,0.47,0.73,0.4,0.22,0.62,0.42,0.28,0.27,0.38,0.24,PROZONINTU
Employee Cost,4.9,5.69,4.63,3.55,3.31,3.82,3.95,5.47,6.33,4.7,PROZONINTU
Selling and admin,4.34,8.84,5.75,4.61,4.1,4.47,4.38,4.01,3.47,2.72,PROZONINTU
Other Expenses,0.1,0.4,0.34,0.67,0.28,6.89,0.21,1.02,0.82,0.54,PROZONINTU
Other Income,2.93,11.42,10.0,6.63,7.91,10.31,8.46,7.69,9.57,8.49,PROZONINTU
Depreciation,1.31,1.08,1.02,1.63,0.77,0.85,0.48,0.44,0.64,0.55,PROZONINTU
Interest,0.05,0.02,0.06,0.18,0.18,1.1,1.16,1.2,1.32,3.97,PROZONINTU
Profit before tax,-0.59,1.55,6.36,3.66,5.98,-0.25,4.59,3.37,5.86,3.13,PROZONINTU
Tax,1.44,0.2,1.55,1.11,1.5,-1.29,2.32,0.94,0.7,2.75,PROZONINTU
Net profit,-2.03,1.35,4.81,2.55,4.48,1.04,2.27,2.42,5.17,0.37,PROZONINTU
