Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,27.68,27.68,27.68,27.68,27.68,55.36,55.36,55.36,55.36,55.36,GRINDWELL
Reserves,438.15,493.55,533.6,589.34,733.77,832.56,927.48,1031.47,1121.31,1301.7,GRINDWELL
Borrowings,,,,2.27,3.0,2.72,,,,,GRINDWELL
Other Liabilities,251.97,231.47,247.11,291.13,298.83,298.68,335.39,335.78,391.34,485.55,GRINDWELL
Total,717.8,752.7,808.39,910.42,1063.28,1189.32,1318.23,1422.61,1568.01,1842.61,GRINDWELL
Net Block,197.06,286.14,337.56,326.75,322.31,341.43,316.76,321.28,360.44,348.1,GRINDWELL
Capital Work in Progress,81.56,59.64,4.19,6.69,13.02,5.56,23.43,41.99,28.8,23.79,GRINDWELL
Investments,45.34,51.18,55.49,55.49,155.29,165.84,191.14,202.99,603.04,733.77,GRINDWELL
Other Assets,393.84,355.74,411.15,521.49,572.66,676.49,786.9,856.35,575.73,736.95,GRINDWELL
Total,717.8,752.7,808.39,910.42,1063.28,1189.32,1318.23,1422.61,1568.01,1842.61,GRINDWELL
Receivables,95.46,95.33,85.75,125.71,126.37,123.42,173.24,201.98,200.63,199.76,GRINDWELL
Inventory,159.99,153.13,178.19,212.84,246.75,235.44,263.48,320.61,293.6,314.62,GRINDWELL
Cash & Bank,73.14,55.48,84.38,113.11,123.88,242.34,269.64,230.04,6.92,122.09,GRINDWELL
No. of Equity Shares,55360000.0,55360000.0,55360000.0,55360000.0,55360000.0,110720000.0,110720000.0,110720000.0,110720000.0,110720000.0,GRINDWELL
New Bonus Shares,,,,,,55360000.0,,,,,GRINDWELL
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GRINDWELL
