Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,584.22,634.75,591.38,729.82,664.62,725.38,1170.14,1078.1,813.46,1202.27,PANAMAPET
Raw Material Cost,503.09,568.02,531.01,638.39,574.66,596.39,984.25,890.8,677.35,917.32,PANAMAPET
Change in Inventory,-1.72,-0.87,4.95,-3.9,0.69,7.51,3.56,0.91,-9.72,25.48,PANAMAPET
Power and Fuel,0.73,0.68,0.59,0.59,0.54,0.56,0.82,1.02,1.09,1.31,PANAMAPET
Other Mfr. Exp,8.01,10.56,1.21,19.48,1.28,18.86,22.71,26.09,26.7,30.43,PANAMAPET
Employee Cost,3.19,3.19,3.63,4.07,4.68,6.04,7.27,8.47,9.29,25.2,PANAMAPET
Selling and admin,20.57,22.87,22.9,31.7,33.55,34.08,54.84,56.8,44.95,73.41,PANAMAPET
Other Expenses,3.34,8.29,9.53,5.34,10.9,8.55,6.68,17.21,8.22,8.45,PANAMAPET
Other Income,4.71,3.36,1.17,1.13,1.8,4.15,1.35,2.54,3.52,6.72,PANAMAPET
Depreciation,1.06,2.23,2.5,2.85,2.93,3.16,3.43,3.94,4.72,4.96,PANAMAPET
Interest,7.9,8.46,5.69,7.02,6.88,6.59,11.51,19.56,13.35,5.8,PANAMAPET
Profit before tax,39.32,12.94,20.44,17.61,31.69,62.81,83.54,57.66,21.59,167.59,PANAMAPET
Tax,8.69,1.06,5.05,3.85,11.5,21.86,29.18,19.66,3.37,44.16,PANAMAPET
Net profit,30.63,11.88,15.4,13.76,20.2,40.96,54.36,38.01,18.23,123.43,PANAMAPET
