Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1670.84,1764.86,1768.08,1497.22,1346.68,1305.77,2958.2,6737.3,2875.37,1838.64,GRAPHITE
Raw Material Cost,689.97,802.28,798.11,694.0,460.81,517.32,723.25,2100.22,1958.26,770.39,GRAPHITE
Change in Inventory,-27.72,77.38,20.69,19.7,-128.08,-20.09,-13.18,679.33,-160.06,-241.51,GRAPHITE
Power and Fuel,254.02,303.94,244.29,220.79,187.94,238.25,299.23,328.75,236.71,237.65,GRAPHITE
Other Mfr. Exp,173.22,195.14,172.96,182.97,165.06,176.02,227.4,324.07,242.52,202.57,GRAPHITE
Employee Cost,100.07,122.31,137.33,139.96,136.72,153.05,186.73,242.81,206.37,185.51,GRAPHITE
Selling and admin,82.88,101.74,113.55,88.8,84.31,89.78,119.97,151.2,97.48,83.72,GRAPHITE
Other Expenses,31.08,37.45,38.14,34.81,33.5,35.66,35.9,63.54,68.26,101.26,GRAPHITE
Other Income,63.61,25.88,40.09,24.83,46.5,83.89,88.89,141.49,156.84,305.93,GRAPHITE
Depreciation,40.44,50.04,53.6,38.75,44.42,41.56,46.43,56.01,44.2,44.59,GRAPHITE
Interest,14.39,22.14,16.96,12.23,7.84,6.5,6.18,10.89,17.12,5.93,GRAPHITE
Profit before tax,320.66,233.08,253.92,129.44,144.5,111.43,1388.82,4280.63,1.23,271.44,GRAPHITE
Tax,82.77,70.0,83.0,47.25,39.86,-0.85,475.19,1474.88,-30.1,72.12,GRAPHITE
Net profit,237.89,163.08,170.92,82.19,104.64,112.28,913.63,2805.75,31.33,199.32,GRAPHITE
