Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,646.7,557.69,663.45,623.99,768.18,857.85,710.75,840.26,825.33,771.4,PGIL
Raw Material Cost,404.56,318.46,367.62,344.64,449.68,466.98,350.36,425.76,405.24,473.99,PGIL
Change in Inventory,-9.41,8.47,-19.96,-3.8,-3.91,7.8,1.73,8.67,5.63,0.91,PGIL
Power and Fuel,8.19,8.75,10.91,11.85,11.88,12.91,11.87,12.73,12.37,9.55,PGIL
Other Mfr. Exp,124.76,132.18,147.01,134.12,146.84,185.88,153.58,153.93,162.08,135.57,PGIL
Employee Cost,53.93,54.81,55.43,61.15,79.74,112.69,119.6,131.91,150.17,107.79,PGIL
Selling and admin,15.36,18.89,21.14,41.27,49.21,67.08,67.1,68.47,63.96,34.64,PGIL
Other Expenses,8.89,16.25,17.04,8.3,10.21,13.86,11.71,14.79,15.14,12.77,PGIL
Other Income,11.9,15.88,19.71,26.89,31.54,45.35,47.1,29.12,34.55,36.72,PGIL
Depreciation,10.36,10.08,7.78,9.95,10.02,10.92,12.74,12.89,17.62,18.13,PGIL
Interest,21.22,18.59,20.8,20.63,19.51,22.52,25.85,25.71,28.03,25.78,PGIL
Profit before tax,1.92,4.03,15.47,15.17,18.72,18.16,6.77,31.86,10.9,-9.19,PGIL
Tax,-1.74,0.14,0.74,4.95,5.41,1.15,4.12,10.36,5.9,-9.97,PGIL
Net profit,3.66,3.89,14.72,10.22,13.32,17.01,2.66,21.5,5.01,0.77,PGIL
