Report Date,2009-03-31 00:00:00,2010-03-31 00:00:00,2011-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,34.04,34.04,34.56,34.56,34.56,34.56,34.56,34.56,37.56,37.56,VISHWARAJ
Reserves,49.42,67.38,120.26,200.59,200.95,197.93,194.32,176.94,184.27,188.45,VISHWARAJ
Borrowings,135.33,200.79,168.15,159.3,172.25,238.26,314.64,338.79,346.82,376.26,VISHWARAJ
Other Liabilities,58.43,93.58,99.28,230.82,202.73,72.45,80.67,169.26,103.38,109.76,VISHWARAJ
Total,277.22,395.79,422.25,625.27,610.49,543.2,624.19,719.55,672.03,712.03,VISHWARAJ
Net Block,163.09,193.64,192.36,245.99,244.13,240.69,271.89,264.41,288.37,282.18,VISHWARAJ
Capital Work in Progress,,,,5.08,1.29,38.35,,11.26,,,VISHWARAJ
Investments,0.1,0.1,0.1,0.38,0.38,0.38,0.53,1.08,1.31,1.31,VISHWARAJ
Other Assets,114.03,202.05,229.79,373.82,364.69,263.78,351.77,442.8,382.35,428.54,VISHWARAJ
Total,277.22,395.79,422.25,625.27,610.49,543.2,624.19,719.55,672.03,712.03,VISHWARAJ
Receivables,14.04,15.55,10.09,11.99,17.8,44.35,33.88,38.36,25.26,29.97,VISHWARAJ
Inventory,151.08,323.36,186.02,264.76,239.98,182.0,261.57,324.35,290.35,285.72,VISHWARAJ
Cash & Bank,0.68,5.74,1.94,19.92,51.04,12.74,7.46,1.84,7.7,48.86,VISHWARAJ
No. of Equity Shares,340359.0,340359.0,34556000.0,34556000.0,34556000.0,34556000.0,34556000.0,34556000.0,37556000.0,37556000.0,VISHWARAJ
New Bonus Shares,,,,,,,,,,,VISHWARAJ
Face value,1000.0,1000.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VISHWARAJ
