Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,2020-06-30 00:00:00,2021-06-30 00:00:00,Company_Name
Equity Share Capital,32.59,32.59,32.59,32.59,32.59,32.59,32.59,32.59,32.59,32.59,GILLETTE
Reserves,586.67,616.64,610.87,709.75,904.03,468.02,661.59,745.77,878.69,756.42,GILLETTE
Borrowings,,,,,,,,,,,GILLETTE
Other Liabilities,424.11,389.8,410.6,467.59,487.84,497.85,514.82,432.05,440.54,606.23,GILLETTE
Total,1043.37,1039.03,1054.06,1209.93,1424.46,998.46,1209.0,1210.41,1351.82,1395.24,GILLETTE
Net Block,151.46,170.21,172.63,156.17,178.1,214.09,264.41,300.18,296.46,309.77,GILLETTE
Capital Work in Progress,37.92,29.78,60.84,63.14,88.21,63.34,40.37,24.55,21.19,72.04,GILLETTE
Investments,,,,,,,,,,,GILLETTE
Other Assets,853.99,839.04,820.59,990.62,1158.15,721.03,904.22,885.68,1034.17,1013.43,GILLETTE
Total,1043.37,1039.03,1054.06,1209.93,1424.46,998.46,1209.0,1210.41,1351.82,1395.24,GILLETTE
Receivables,68.67,92.7,92.26,116.76,109.76,130.27,176.04,182.49,190.67,197.94,GILLETTE
Inventory,210.88,239.73,230.55,201.57,244.55,222.38,200.15,234.01,284.27,366.58,GILLETTE
Cash & Bank,116.71,166.82,169.61,181.25,537.17,115.65,236.63,141.72,232.48,166.32,GILLETTE
No. of Equity Shares,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,32585217.0,GILLETTE
New Bonus Shares,,,,,,,,,,,GILLETTE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GILLETTE
