Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,25.23,8.66,44.41,63.97,68.6,296.56,429.44,405.08,267.52,143.1,ALPHAGEO
Raw Material Cost,0.02,0.12,,,,,,,,,ALPHAGEO
Change in Inventory,,,,,,,,,,,ALPHAGEO
Power and Fuel,0.82,0.41,0.37,0.79,0.44,6.13,11.49,7.27,6.5,1.9,ALPHAGEO
Other Mfr. Exp,16.03,7.4,22.02,35.47,44.56,169.16,260.18,268.03,190.29,93.72,ALPHAGEO
Employee Cost,4.32,3.64,4.12,5.22,6.04,17.05,22.94,21.56,15.36,11.74,ALPHAGEO
Selling and admin,1.6,1.35,1.01,1.86,2.37,10.02,13.41,5.72,37.92,15.12,ALPHAGEO
Other Expenses,0.55,1.28,1.38,0.22,0.46,0.44,2.74,0.89,1.2,5.3,ALPHAGEO
Other Income,1.96,1.24,0.93,0.11,1.6,1.36,1.68,5.07,3.7,22.53,ALPHAGEO
Depreciation,8.92,4.92,4.37,4.46,5.24,17.96,28.02,26.82,26.84,25.93,ALPHAGEO
Interest,0.52,0.41,0.59,0.53,0.78,4.24,5.65,3.02,2.6,1.91,ALPHAGEO
Profit before tax,-5.59,-9.63,11.48,15.53,10.31,72.92,86.69,76.84,-9.49,10.01,ALPHAGEO
Tax,-0.5,0.32,0.22,0.63,3.36,24.88,30.46,26.95,0.61,2.58,ALPHAGEO
Net profit,-5.09,-9.95,11.26,14.9,6.96,48.04,56.23,49.9,-10.1,7.43,ALPHAGEO
