Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2605.85,2937.7,3159.47,3341.1,3528.43,3736.31,3861.73,3580.9,3525.51,3645.21,OFSS
Raw Material Cost,,,,,,,,,,,OFSS
Change in Inventory,,,,,,,,,,,OFSS
Power and Fuel,21.31,19.65,17.85,17.24,19.63,19.96,20.26,19.79,19.48,10.37,OFSS
Other Mfr. Exp,23.83,23.37,10.53,25.69,25.47,20.46,23.14,19.66,15.25,11.49,OFSS
Employee Cost,1253.26,1441.96,1576.23,1597.37,1690.86,1810.86,1858.67,1189.61,1190.92,1244.32,OFSS
Selling and admin,312.24,308.05,334.22,344.87,406.4,445.22,465.55,360.59,306.1,183.43,OFSS
Other Expenses,5.54,21.47,46.41,54.76,81.07,70.34,38.47,93.59,63.15,39.2,OFSS
Other Income,616.53,440.32,620.92,375.9,212.87,379.92,88.63,138.95,169.16,116.48,OFSS
Depreciation,40.12,58.61,64.35,63.44,49.77,66.8,57.35,50.2,83.17,80.2,OFSS
Interest,0.19,0.15,,,,,,,8.02,4.8,OFSS
Profit before tax,1565.89,1504.76,1730.8,1613.63,1468.1,1682.59,1486.92,1986.41,2008.58,2187.88,OFSS
Tax,476.66,475.5,582.45,555.61,570.35,394.5,480.93,703.94,425.92,548.6,OFSS
Net profit,1089.23,1029.26,1148.36,1058.02,897.76,1288.1,1005.99,1282.47,1582.66,1639.29,OFSS
