Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4130.53,4130.53,4130.53,4130.53,4130.53,4130.53,4130.53,4130.53,4130.53,4130.53,SAIL
Reserves,35680.79,36894.11,38535.82,39374.25,35065.37,31878.53,31583.14,34021.04,35646.85,39364.35,SAIL
Borrowings,16319.5,21596.95,25281.4,29897.73,34979.79,41395.65,45408.72,45170.04,54127.05,37676.58,SAIL
Other Liabilities,20380.99,21780.68,24217.18,26139.54,26388.8,29362.92,33388.18,33363.55,31461.8,36257.76,SAIL
Total,76511.81,84402.27,92164.93,99542.05,100564.49,106767.63,114510.57,116685.16,125366.23,117429.22,SAIL
Net Block,17158.27,16777.4,26770.65,36168.61,45925.07,50285.47,58611.55,61359.21,69019.04,67599.76,SAIL
Capital Work in Progress,28049.14,35890.85,33650.54,29195.82,24927.22,23275.39,18395.43,16013.5,8751.56,8878.48,SAIL
Investments,685.04,718.36,720.2,919.07,1292.63,1395.48,1491.3,1584.75,1584.98,1595.01,SAIL
Other Assets,30619.36,31015.66,31023.54,33258.55,28419.57,31811.29,36012.29,37727.7,46010.65,39355.97,SAIL
Total,76511.81,84402.27,92164.93,99542.05,100564.49,106767.63,114510.57,116685.16,125366.23,117429.22,SAIL
Receivables,4748.77,4424.18,5482.28,3192.0,3143.49,2921.69,3869.94,4495.05,8812.39,7124.0,SAIL
Inventory,13917.16,16192.02,15403.86,17950.57,14903.75,15939.51,17248.28,19689.23,24015.62,15541.6,SAIL
Cash & Bank,6415.7,3850.35,2855.95,2305.24,297.96,289.09,254.06,219.42,363.25,680.52,SAIL
No. of Equity Shares,4130525289.0,4130525300.0,4130525300.0,4130525289.0,4130525289.0,4130525289.0,4130525289.0,4130525289.0,4130525289.0,4130525289.0,SAIL
New Bonus Shares,,,,,,,,,,,SAIL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SAIL
