Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3583.43,4434.29,5015.06,5286.22,5557.2,5847.08,6192.81,6876.52,7763.8,7305.44,SOUTHBANK
Raw Material Cost,,,,,,,,,,,SOUTHBANK
Change in Inventory,,,,,,,,,,,SOUTHBANK
Power and Fuel,,,,,,,,,,,SOUTHBANK
Other Mfr. Exp,11.4,13.83,18.18,21.7,16.57,19.97,24.54,37.87,52.21,51.66,SOUTHBANK
Employee Cost,374.34,472.9,529.41,634.46,693.34,677.64,714.26,823.04,942.92,1230.15,SOUTHBANK
Selling and admin,126.17,151.52,186.98,196.4,213.08,229.31,249.23,284.14,300.44,311.96,SOUTHBANK
Other Expenses,153.37,281.77,259.15,543.93,527.43,798.47,1251.11,1150.72,1840.43,1829.3,SOUTHBANK
Other Income,247.07,334.93,368.46,497.07,517.42,715.56,837.24,726.21,1045.75,1185.48,SOUTHBANK
Depreciation,31.2,39.89,44.61,-1.11,67.03,65.38,63.73,69.64,77.7,82.65,SOUTHBANK
Interest,2561.69,3153.46,3616.29,3919.99,4047.5,4171.65,4227.29,4856.82,5446.3,4898.54,SOUTHBANK
Profit before tax,572.33,655.85,728.9,467.92,509.67,600.22,499.89,380.5,149.55,86.66,SOUTHBANK
Tax,170.67,153.57,221.41,160.71,176.4,207.72,165.0,132.97,44.96,24.75,SOUTHBANK
Net profit,401.66,502.27,507.5,307.2,333.27,392.5,334.89,247.53,104.59,61.91,SOUTHBANK
