Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,67.18,106.84,158.6,190.59,228.16,284.07,397.81,518.47,586.49,504.14,MUTHOOTCAP
Raw Material Cost,,,,,,,,,,,MUTHOOTCAP
Change in Inventory,,,,,,,,,,,MUTHOOTCAP
Power and Fuel,0.11,0.14,0.22,0.27,0.31,0.35,0.35,,,,MUTHOOTCAP
Other Mfr. Exp,0.06,0.15,0.32,0.16,0.23,0.17,0.15,0.53,0.48,0.53,MUTHOOTCAP
Employee Cost,16.53,22.06,34.78,39.29,46.7,53.15,64.18,77.86,88.49,69.35,MUTHOOTCAP
Selling and admin,5.37,14.15,23.37,25.17,27.67,35.65,46.66,17.28,14.49,11.21,MUTHOOTCAP
Other Expenses,1.63,1.58,3.02,14.07,18.66,23.14,36.71,51.04,84.76,104.85,MUTHOOTCAP
Other Income,0.17,0.38,-2.07,0.7,0.33,0.13,0.28,0.13,0.32,0.9,MUTHOOTCAP
Depreciation,0.31,0.53,0.79,1.39,1.03,0.99,0.97,1.04,1.63,1.3,MUTHOOTCAP
Interest,20.33,36.33,60.45,76.77,98.44,124.56,166.61,237.96,303.49,248.3,MUTHOOTCAP
Profit before tax,23.01,32.28,33.58,34.17,35.45,46.19,82.46,132.89,93.47,69.5,MUTHOOTCAP
Tax,7.5,10.51,11.37,11.87,12.6,16.1,28.78,46.79,32.99,18.04,MUTHOOTCAP
Net profit,15.51,21.76,22.21,22.29,22.85,30.09,53.68,86.1,60.48,51.46,MUTHOOTCAP
