Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,391.39,595.05,622.56,699.24,1183.39,890.59,974.19,1028.66,619.66,849.67,OBEROIRLTY
Raw Material Cost,,,,,,,,,,,OBEROIRLTY
Change in Inventory,,,,,,157.19,63.41,-24.12,1068.55,-84.21,OBEROIRLTY
Power and Fuel,0.5,0.69,0.94,3.74,1.12,1.33,1.78,2.97,3.81,1.47,OBEROIRLTY
Other Mfr. Exp,144.33,223.55,209.94,224.89,546.8,503.65,421.59,328.02,1256.88,189.88,OBEROIRLTY
Employee Cost,65.29,72.01,74.26,84.81,101.73,100.03,104.66,106.25,106.46,80.25,OBEROIRLTY
Selling and admin,12.88,18.62,20.75,28.8,21.41,29.7,36.16,40.2,27.28,24.73,OBEROIRLTY
Other Expenses,-38.21,-40.76,-33.37,-41.42,-48.11,-48.92,-50.63,-34.37,-44.0,-25.88,OBEROIRLTY
Other Income,158.85,146.69,83.3,61.83,165.61,58.31,109.11,129.48,123.84,51.49,OBEROIRLTY
Depreciation,22.35,23.67,22.33,33.51,42.07,42.0,39.64,31.52,30.84,27.46,OBEROIRLTY
Interest,0.26,0.34,0.26,0.17,3.26,2.17,2.57,14.54,11.87,10.52,OBEROIRLTY
Profit before tax,342.84,443.62,410.75,426.57,680.72,476.13,590.94,644.89,418.91,508.52,OBEROIRLTY
Tax,87.91,116.15,115.62,121.8,183.14,155.48,173.77,191.18,104.07,91.89,OBEROIRLTY
Net profit,254.93,327.47,295.12,304.77,497.58,320.65,417.17,453.7,314.84,416.62,OBEROIRLTY
