Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.93,16.06,16.2,16.2,16.2,16.2,16.51,16.51,16.58,16.58,VIVIMEDLAB
Reserves,262.02,328.01,356.22,357.75,353.44,544.66,550.9,556.12,537.31,507.88,VIVIMEDLAB
Borrowings,351.68,443.74,635.72,698.25,599.02,570.57,445.5,347.91,303.83,250.43,VIVIMEDLAB
Other Liabilities,149.85,166.98,195.28,230.56,396.72,229.08,242.51,234.02,209.6,319.94,VIVIMEDLAB
Total,777.48,954.79,1203.42,1302.76,1365.38,1360.51,1255.42,1154.56,1067.32,1094.83,VIVIMEDLAB
Net Block,294.5,405.08,397.34,376.55,386.94,432.93,404.83,380.7,356.42,416.5,VIVIMEDLAB
Capital Work in Progress,7.71,9.21,15.51,63.27,40.83,58.64,42.78,64.18,69.77,58.45,VIVIMEDLAB
Investments,87.17,95.55,227.55,230.05,230.05,87.6,151.87,87.53,87.5,161.14,VIVIMEDLAB
Other Assets,388.1,444.95,563.02,632.89,707.56,781.34,655.94,622.15,553.63,458.74,VIVIMEDLAB
Total,777.48,954.79,1203.42,1302.76,1365.38,1360.51,1255.42,1154.56,1067.32,1094.83,VIVIMEDLAB
Receivables,98.72,160.06,183.79,228.08,230.86,224.85,167.67,101.89,89.67,76.7,VIVIMEDLAB
Inventory,73.88,140.36,170.13,222.5,268.17,285.66,292.54,282.45,263.37,253.68,VIVIMEDLAB
Cash & Bank,19.41,13.67,13.26,13.99,7.18,15.56,9.18,24.96,11.09,6.01,VIVIMEDLAB
No. of Equity Shares,13933942.0,16060926.0,16203780.0,16203783.0,16203783.0,81018915.0,82523915.0,82523915.0,82913915.0,,VIVIMEDLAB
New Bonus Shares,,,,,,,,,,,VIVIMEDLAB
Face value,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,VIVIMEDLAB
