Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,463.95,566.52,806.9,1034.06,1273.68,1601.82,2135.05,2503.52,2995.88,3004.08,SIS
Raw Material Cost,,,,,,,19.53,40.26,39.41,38.52,SIS
Change in Inventory,,,,,,,9.14,7.07,0.67,1.32,SIS
Power and Fuel,,,,,,,,,,,SIS
Other Mfr. Exp,4.96,5.15,4.2,2.11,4.39,2.44,6.62,9.37,7.87,9.05,SIS
Employee Cost,363.1,471.95,696.5,918.16,1137.19,1435.74,1882.04,2200.79,2611.09,2661.99,SIS
Selling and admin,45.73,32.44,39.12,40.15,47.99,59.98,79.31,101.33,127.02,100.86,SIS
Other Expenses,8.67,9.1,13.71,15.75,7.52,5.4,9.1,15.53,19.99,23.98,SIS
Other Income,0.91,16.19,17.52,22.23,13.64,6.32,6.77,21.49,44.92,26.29,SIS
Depreciation,11.61,9.05,11.08,24.57,21.03,24.26,30.53,29.51,53.48,41.48,SIS
Interest,14.04,14.7,12.85,25.14,20.66,50.91,46.55,47.54,75.64,70.21,SIS
Profit before tax,16.75,40.32,46.96,30.41,48.54,29.41,77.28,87.75,106.97,85.6,SIS
Tax,5.69,10.43,13.75,5.78,14.97,-24.56,4.26,-31.51,20.64,28.51,SIS
Net profit,11.05,29.89,33.22,24.64,33.57,53.98,73.01,119.26,86.33,57.09,SIS
