Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,172.43,145.82,154.86,154.61,164.43,183.07,213.55,241.68,242.29,215.53,SHANTIGEAR
Raw Material Cost,56.77,43.71,56.6,69.24,62.53,77.46,81.42,115.76,111.98,107.65,SHANTIGEAR
Change in Inventory,4.79,-6.55,4.06,4.86,2.08,8.4,-8.87,7.88,-3.81,4.12,SHANTIGEAR
Power and Fuel,8.3,8.45,6.82,4.62,8.17,5.61,6.25,7.06,6.65,6.3,SHANTIGEAR
Other Mfr. Exp,13.42,10.3,9.05,12.85,13.4,18.99,23.37,28.05,24.3,22.29,SHANTIGEAR
Employee Cost,25.67,25.22,31.65,36.67,35.91,39.04,41.99,45.67,48.57,47.29,SHANTIGEAR
Selling and admin,7.77,8.4,12.8,13.54,13.66,14.38,13.51,10.84,11.23,9.08,SHANTIGEAR
Other Expenses,0.53,-0.42,-0.16,4.23,2.12,0.26,1.18,0.76,1.01,0.15,SHANTIGEAR
Other Income,4.94,7.63,9.88,11.65,9.22,10.73,11.92,11.8,6.53,8.28,SHANTIGEAR
Depreciation,27.1,28.56,25.61,16.75,16.71,17.83,15.56,10.62,8.39,8.86,SHANTIGEAR
Interest,1.01,0.61,0.5,0.11,0.08,0.13,0.15,0.14,0.19,0.24,SHANTIGEAR
Profit before tax,41.59,22.07,25.93,13.11,23.15,28.5,33.17,42.46,32.69,26.07,SHANTIGEAR
Tax,13.46,6.6,7.55,3.79,5.42,5.99,4.59,9.11,7.5,5.9,SHANTIGEAR
Net profit,28.13,15.47,18.38,9.32,17.73,22.51,28.58,33.35,25.19,20.17,SHANTIGEAR
