Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,54.72,54.79,54.88,55.04,55.25,55.27,55.32,55.34,55.37,55.39,WOCKPHARMA
Reserves,65.49,763.38,882.13,1016.5,1112.71,1164.05,1239.37,1171.29,939.25,1550.37,WOCKPHARMA
Borrowings,1140.67,174.12,183.52,839.66,1984.42,2119.89,1773.26,1650.77,2370.1,2077.44,WOCKPHARMA
Other Liabilities,1903.55,2175.03,2270.83,2237.73,1431.47,1229.54,1318.01,1660.43,1394.79,1211.7,WOCKPHARMA
Total,3164.43,3167.32,3391.36,4148.93,4583.85,4568.75,4385.96,4537.83,4759.51,4894.9,WOCKPHARMA
Net Block,855.96,936.62,1032.88,1005.49,1401.8,1464.51,1422.73,1614.32,2044.35,1683.66,WOCKPHARMA
Capital Work in Progress,810.8,481.79,581.83,792.16,663.6,665.34,653.34,380.9,305.29,715.7,WOCKPHARMA
Investments,307.95,307.95,307.95,297.22,297.22,297.22,297.22,297.27,297.27,297.27,WOCKPHARMA
Other Assets,1189.72,1440.96,1468.7,2054.06,2221.23,2141.68,2012.67,2245.34,2112.6,2198.27,WOCKPHARMA
Total,3164.43,3167.32,3391.36,4148.93,4583.85,4568.75,4385.96,4537.83,4759.51,4894.9,WOCKPHARMA
Receivables,260.84,206.63,246.36,209.7,270.56,342.83,799.76,1005.01,939.66,954.77,WOCKPHARMA
Inventory,453.07,527.59,484.46,524.43,534.81,534.72,377.07,370.04,314.93,347.47,WOCKPHARMA
Cash & Bank,75.94,183.93,85.79,678.49,835.39,659.78,252.73,226.21,157.48,138.4,WOCKPHARMA
No. of Equity Shares,109435903.0,109583400.0,109751200.0,110072903.0,110508903.0,110548028.0,110630453.0,110686203.0,110735003.0,110781153.0,WOCKPHARMA
New Bonus Shares,,,,,,,,,,,WOCKPHARMA
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,WOCKPHARMA
