Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,BIOFILCHEM
Reserves,-9.44,-8.91,-8.41,-7.86,-5.37,-3.58,-3.11,-2.62,-1.39,-0.14,BIOFILCHEM
Borrowings,2.49,2.79,2.87,2.98,1.37,1.43,1.56,1.64,1.19,0.43,BIOFILCHEM
Other Liabilities,4.79,3.35,3.87,2.36,11.87,7.72,9.44,8.93,26.3,16.68,BIOFILCHEM
Total,14.11,13.5,14.6,13.75,24.14,21.84,24.16,24.22,42.37,33.24,BIOFILCHEM
Net Block,9.1,9.17,9.17,9.06,8.98,9.16,9.25,10.29,10.09,9.78,BIOFILCHEM
Capital Work in Progress,,,,,,,,,,,BIOFILCHEM
Investments,,,,,,,,,,,BIOFILCHEM
Other Assets,5.01,4.33,5.43,4.69,15.16,12.68,14.91,13.93,32.28,23.46,BIOFILCHEM
Total,14.11,13.5,14.6,13.75,24.14,21.84,24.16,24.22,42.37,33.24,BIOFILCHEM
Receivables,4.11,3.34,4.1,3.65,13.98,11.46,12.98,12.03,29.71,17.22,BIOFILCHEM
Inventory,0.22,0.32,0.27,0.17,0.1,0.17,1.02,1.19,1.69,4.34,BIOFILCHEM
Cash & Bank,0.25,0.13,0.18,0.13,0.18,0.31,0.37,0.14,0.26,0.44,BIOFILCHEM
No. of Equity Shares,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,16273800.0,BIOFILCHEM
New Bonus Shares,,,,,,,,,,,BIOFILCHEM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BIOFILCHEM
