Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,58.29,58.29,58.04,58.04,58.04,58.04,82.91,103.64,103.64,103.64,SUMEETINDS
Reserves,109.28,125.74,142.86,161.32,183.18,223.62,256.58,-29.43,-75.46,-82.07,SUMEETINDS
Borrowings,382.92,403.58,475.35,441.75,461.38,474.25,393.57,490.81,509.29,495.71,SUMEETINDS
Other Liabilities,75.54,194.08,185.91,223.65,234.14,171.13,217.73,188.77,145.64,134.22,SUMEETINDS
Total,626.03,781.69,862.16,884.76,936.74,927.04,950.79,753.79,683.11,651.5,SUMEETINDS
Net Block,190.57,383.66,400.88,425.8,410.49,402.0,359.16,309.75,275.93,241.79,SUMEETINDS
Capital Work in Progress,173.19,10.16,30.6,,3.99,0.01,1.11,,,,SUMEETINDS
Investments,0.59,0.78,15.66,24.8,25.92,30.43,32.48,33.62,26.5,22.14,SUMEETINDS
Other Assets,261.68,387.09,415.02,434.16,496.34,494.6,558.04,410.42,380.68,387.57,SUMEETINDS
Total,626.03,781.69,862.16,884.76,936.74,927.04,950.79,753.79,683.11,651.5,SUMEETINDS
Receivables,66.95,115.94,121.08,142.6,176.02,154.9,206.79,87.33,71.28,89.22,SUMEETINDS
Inventory,125.87,181.99,193.54,188.56,201.18,214.61,228.42,169.65,170.11,163.38,SUMEETINDS
Cash & Bank,5.86,23.94,22.73,30.69,31.5,36.67,32.47,11.18,0.51,0.83,SUMEETINDS
No. of Equity Shares,58289738.0,58289738.0,58039738.0,58039738.0,58039738.0,58039738.0,82913911.0,103642389.0,103642389.0,103642389.0,SUMEETINDS
New Bonus Shares,,,,,,,,,,,SUMEETINDS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SUMEETINDS
