Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,140.69,137.38,133.05,132.26,149.9,154.67,170.32,192.39,178.69,51.62,KAMATHOTEL
Raw Material Cost,14.61,15.3,13.72,12.64,13.65,12.98,16.69,17.6,16.36,5.09,KAMATHOTEL
Change in Inventory,,,,,,,,,,,KAMATHOTEL
Power and Fuel,14.03,15.86,16.75,17.12,17.88,14.86,12.48,13.47,13.57,5.58,KAMATHOTEL
Other Mfr. Exp,18.17,18.04,13.88,17.14,21.05,22.32,24.31,25.35,24.98,12.26,KAMATHOTEL
Employee Cost,34.03,35.76,32.74,32.24,36.19,35.51,39.54,44.39,44.62,11.97,KAMATHOTEL
Selling and admin,14.77,15.97,14.1,18.54,18.74,16.23,16.0,20.5,19.73,7.34,KAMATHOTEL
Other Expenses,2.22,3.45,5.92,7.41,2.49,2.18,5.38,3.86,3.2,2.35,KAMATHOTEL
Other Income,20.62,32.09,-212.31,5.99,-74.09,28.07,21.71,1.59,24.58,4.74,KAMATHOTEL
Depreciation,13.6,14.75,14.39,18.38,12.8,12.55,11.74,10.96,10.52,10.01,KAMATHOTEL
Interest,49.7,59.51,57.35,79.48,39.46,27.68,14.8,22.03,34.36,38.91,KAMATHOTEL
Profit before tax,0.18,-9.17,-248.11,-64.7,-86.45,38.43,51.09,35.82,35.93,-37.15,KAMATHOTEL
Tax,-0.81,-3.5,-15.5,-5.54,-1.17,0.25,13.19,10.76,0.24,-9.58,KAMATHOTEL
Net profit,0.99,-5.66,-232.61,-59.16,-85.28,38.18,37.89,25.07,35.7,-27.57,KAMATHOTEL
