Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,9.17,10.67,14.07,17.68,21.46,24.1,43.88,51.77,33.21,35.0,LIBAS
Raw Material Cost,5.5,7.39,9.82,13.63,15.27,16.58,31.39,38.51,27.33,26.22,LIBAS
Change in Inventory,,0.67,0.02,0.96,,,,,2.4,-1.45,LIBAS
Power and Fuel,0.19,0.27,0.3,0.26,0.27,0.26,0.36,0.35,0.27,0.16,LIBAS
Other Mfr. Exp,0.14,0.05,0.13,0.09,0.13,0.26,0.33,0.33,0.24,0.05,LIBAS
Employee Cost,0.78,0.94,1.03,1.13,1.28,1.58,1.92,2.09,2.03,0.64,LIBAS
Selling and admin,1.84,1.87,1.98,2.17,2.08,2.5,4.56,3.24,1.16,0.4,LIBAS
Other Expenses,0.08,0.07,0.07,0.13,,0.18,-0.17,0.07,1.33,0.2,LIBAS
Other Income,0.04,0.02,0.27,0.04,0.03,0.16,0.74,0.17,1.42,-3.78,LIBAS
Depreciation,0.04,0.05,0.05,0.09,0.12,0.17,0.27,0.54,1.74,1.39,LIBAS
Interest,0.23,0.27,0.49,0.65,0.98,1.12,1.89,1.88,2.51,2.36,LIBAS
Profit before tax,0.41,0.45,0.49,0.53,1.36,1.61,4.07,4.93,0.42,-1.65,LIBAS
Tax,0.14,0.15,0.15,0.17,0.45,0.58,1.16,1.4,0.08,-0.02,LIBAS
Net profit,0.27,0.29,0.33,0.35,0.91,1.04,2.91,3.54,0.34,-1.63,LIBAS
