Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1897.38,1957.43,2277.31,3185.62,1827.1,1238.03,1383.26,1879.41,2638.16,4187.74,JSWISPL
Raw Material Cost,1207.95,1173.69,1740.14,2364.77,1510.14,943.43,1096.5,1744.01,1977.84,2965.57,JSWISPL
Change in Inventory,66.12,-0.77,278.76,21.67,-166.8,-130.47,24.19,266.01,34.48,-4.41,JSWISPL
Power and Fuel,110.59,128.32,258.0,444.64,332.51,222.44,57.56,154.62,296.29,275.63,JSWISPL
Other Mfr. Exp,-4.38,42.25,-97.04,-183.69,-127.11,-153.3,47.98,84.12,191.34,254.79,JSWISPL
Employee Cost,94.59,108.52,133.25,194.17,142.05,101.67,80.2,89.34,116.46,115.58,JSWISPL
Selling and admin,64.46,93.1,112.27,237.06,122.59,58.53,61.6,62.72,116.57,138.88,JSWISPL
Other Expenses,11.21,-68.09,11.95,12.68,115.88,13.4,1.53,7.34,17.96,44.47,JSWISPL
Other Income,60.68,70.73,81.38,-180.36,70.05,-176.36,-428.39,-2741.09,25.97,9.85,JSWISPL
Depreciation,74.11,88.9,138.73,281.44,358.72,356.36,351.61,275.6,216.99,227.47,JSWISPL
Interest,88.62,122.3,243.02,664.56,980.45,1117.47,1183.04,447.69,253.32,275.78,JSWISPL
Profit before tax,377.03,338.4,97.13,-988.7,-1704.88,-1728.8,-1900.96,-3461.11,-488.16,-104.99,JSWISPL
Tax,88.18,88.08,30.5,-192.83,-0.14,5.06,,,,,JSWISPL
Net profit,288.86,250.32,66.63,-795.87,-1704.74,-1733.86,-1900.96,-3461.11,-488.16,-104.99,JSWISPL
