Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,151.25,151.25,151.25,151.25,151.25,151.25,151.25,151.25,151.25,151.25,GIPCL
Reserves,1288.24,1462.88,1604.52,1685.27,1882.01,2084.73,2307.77,2419.49,2596.82,2759.88,GIPCL
Borrowings,944.31,855.14,715.5,606.44,474.99,417.33,616.63,572.78,447.32,474.91,GIPCL
Other Liabilities,551.72,477.68,521.05,558.68,639.39,760.92,710.12,687.86,734.42,839.71,GIPCL
Total,2935.52,2946.95,2992.32,3001.64,3147.64,3414.23,3785.77,3831.38,3929.81,4225.75,GIPCL
Net Block,2284.19,2133.29,1990.57,1890.27,1858.99,2521.94,2679.56,2632.35,2883.3,2724.82,GIPCL
Capital Work in Progress,163.77,83.29,87.4,41.24,153.07,24.46,6.15,167.32,4.67,292.47,GIPCL
Investments,45.31,69.06,159.96,207.14,250.27,280.57,327.81,89.55,59.81,87.5,GIPCL
Other Assets,442.25,661.31,754.39,862.99,885.31,587.26,772.25,942.16,982.03,1120.96,GIPCL
Total,2935.52,2946.95,2992.32,3001.64,3147.64,3414.23,3785.77,3831.38,3929.81,4225.75,GIPCL
Receivables,210.06,171.46,222.63,128.44,265.66,248.02,259.98,214.41,192.56,295.47,GIPCL
Inventory,125.66,120.8,120.11,147.86,150.7,159.8,151.6,165.57,160.47,221.51,GIPCL
Cash & Bank,50.5,275.37,315.47,365.58,192.99,6.78,58.52,262.3,371.77,286.34,GIPCL
No. of Equity Shares,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,151251188.0,GIPCL
New Bonus Shares,,,,,,,,,,,GIPCL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GIPCL
