Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,6180.69,5232.52,5173.15,5503.79,5263.52,4076.51,4647.57,4730.96,50.25,0.11,ZUARI
Raw Material Cost,5043.33,4128.08,4142.53,4245.19,4110.09,2951.9,3614.36,4062.44,29.05,,ZUARI
Change in Inventory,-145.21,-64.05,128.07,-36.61,-74.41,-23.21,234.32,433.87,-9.55,-0.1,ZUARI
Power and Fuel,234.76,348.57,389.83,396.24,260.46,206.45,261.92,316.49,3.77,0.93,ZUARI
Other Mfr. Exp,87.92,89.57,111.96,124.89,441.55,381.15,473.85,448.76,11.51,1.17,ZUARI
Employee Cost,54.81,75.38,77.7,82.48,89.31,91.78,93.03,86.81,7.1,4.38,ZUARI
Selling and admin,262.68,254.89,294.78,315.44,37.3,41.17,29.67,26.24,4.77,78.57,ZUARI
Other Expenses,122.61,64.43,107.61,80.25,57.56,84.52,64.81,131.92,568.19,79.6,ZUARI
Other Income,54.9,57.06,125.05,48.7,103.18,-6.85,53.28,-23.17,757.7,49.54,ZUARI
Depreciation,18.02,23.79,20.7,17.87,32.02,39.21,42.58,42.79,7.56,3.67,ZUARI
Interest,115.99,210.33,260.47,232.8,300.68,330.02,315.82,377.09,156.94,118.35,ZUARI
Profit before tax,150.26,30.49,20.69,20.72,-36.68,-79.75,39.13,-350.88,9.51,-237.12,ZUARI
Tax,47.08,6.04,-5.45,8.36,-27.64,-19.39,8.79,-21.93,198.78,,ZUARI
Net profit,103.18,24.45,26.14,12.37,-9.03,-60.36,30.33,-328.94,-189.27,-237.12,ZUARI
