Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,PPAP
Reserves,167.9,169.44,174.9,184.52,196.43,224.55,255.71,281.11,290.2,295.77,PPAP
Borrowings,3.64,14.26,42.72,83.07,74.36,51.96,29.6,24.59,22.17,49.59,PPAP
Other Liabilities,34.48,32.74,53.72,44.24,46.41,64.2,86.98,95.1,80.15,84.88,PPAP
Total,220.02,230.44,285.34,325.83,331.2,354.71,386.29,414.8,406.52,444.24,PPAP
Net Block,115.76,124.35,140.8,192.77,193.98,197.12,211.0,237.22,230.2,239.5,PPAP
Capital Work in Progress,10.86,16.59,25.79,0.21,0.45,3.18,11.83,2.3,7.86,20.31,PPAP
Investments,0.72,0.72,24.53,37.54,37.54,51.05,48.54,48.54,50.83,55.33,PPAP
Other Assets,92.68,88.78,94.22,95.31,99.23,103.36,114.92,126.74,117.63,129.1,PPAP
Total,220.02,230.44,285.34,325.83,331.2,354.71,386.29,414.8,406.52,444.24,PPAP
Receivables,31.28,26.56,32.61,39.08,38.18,48.8,55.23,57.42,41.06,61.86,PPAP
Inventory,28.91,32.84,30.19,27.39,36.7,23.05,31.96,44.96,48.81,41.77,PPAP
Cash & Bank,9.25,5.91,1.91,1.36,0.34,2.22,1.44,0.51,5.0,1.14,PPAP
No. of Equity Shares,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,PPAP
New Bonus Shares,,,,,,,,,,,PPAP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PPAP
