Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1.73,1.75,2.9,4.94,3.83,100.89,5.73,6.29,14.38,2.16,NBIFIN
Raw Material Cost,,,,,,,,0.43,,,NBIFIN
Change in Inventory,,,,,,,,,,,NBIFIN
Power and Fuel,,,,,,,,,,,NBIFIN
Other Mfr. Exp,,,,,,,,,,,NBIFIN
Employee Cost,0.25,0.28,0.29,0.36,0.41,0.51,0.54,0.63,0.65,0.78,NBIFIN
Selling and admin,0.13,0.06,0.08,0.1,0.09,0.32,0.71,0.23,0.17,0.33,NBIFIN
Other Expenses,-0.04,0.2,0.09,0.18,0.01,0.27,0.64,0.61,0.61,0.07,NBIFIN
Other Income,,,,,,,,,,,NBIFIN
Depreciation,,,,,,,,,,,NBIFIN
Interest,,,0.01,,,,,,,,NBIFIN
Profit before tax,1.39,1.21,2.43,4.3,3.32,99.79,3.84,4.39,12.95,0.98,NBIFIN
Tax,0.03,,-0.02,0.45,-0.09,19.11,,0.14,-0.02,-0.63,NBIFIN
Net profit,1.37,1.2,2.45,3.85,3.41,80.68,3.83,4.25,12.96,1.61,NBIFIN
