Report Date,2012-09-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,54.82,250.05,362.89,170.91,40.1,4.51,16.01,0.4,0.6,0.4,ROLLT
Raw Material Cost,39.61,232.83,335.84,144.03,32.6,3.63,15.42,,0.19,0.1,ROLLT
Change in Inventory,-0.92,0.72,0.22,1.43,-4.58,,,,,,ROLLT
Power and Fuel,1.75,0.96,1.59,1.72,1.39,0.07,,,,,ROLLT
Other Mfr. Exp,3.91,2.75,3.76,3.83,2.26,0.02,,,,,ROLLT
Employee Cost,7.77,6.03,8.87,7.72,4.6,1.14,1.54,0.59,0.29,0.11,ROLLT
Selling and admin,2.82,1.53,2.5,3.09,1.97,1.44,1.27,0.78,0.42,0.77,ROLLT
Other Expenses,1.14,1.24,1.11,0.48,1.72,0.01,0.1,-1.3,0.03,,ROLLT
Other Income,0.93,4.84,17.03,0.48,22.31,3.89,3.62,-72.22,1.03,48.28,ROLLT
Depreciation,1.86,1.29,1.8,2.29,1.33,0.32,0.24,1.3,,,ROLLT
Interest,0.01,,0.02,0.01,0.01,0.4,0.47,0.51,0.56,0.63,ROLLT
Profit before tax,-4.04,8.98,24.65,9.65,11.95,1.37,0.59,-73.7,0.14,47.07,ROLLT
Tax,,,,-9.06,,4.45,1.61,6.11,,4.07,ROLLT
Net profit,-4.03,8.98,24.66,18.71,11.96,-3.08,-1.02,-79.81,0.14,43.0,ROLLT
