Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,16.52,VISAKAIND
Reserves,270.56,310.13,317.45,316.26,331.14,376.65,429.74,483.58,489.09,605.58,VISAKAIND
Borrowings,158.72,277.45,264.94,304.35,321.03,213.12,241.13,246.39,262.86,115.48,VISAKAIND
Other Liabilities,128.63,136.32,130.11,153.69,150.82,154.66,197.75,180.22,175.65,211.13,VISAKAIND
Total,573.83,739.82,728.42,790.22,818.91,760.35,884.54,926.11,943.52,948.71,VISAKAIND
Net Block,244.45,249.87,334.45,312.09,294.1,326.84,321.57,418.65,406.01,396.17,VISAKAIND
Capital Work in Progress,3.97,16.44,20.99,0.47,4.09,11.7,69.03,1.16,8.78,5.09,VISAKAIND
Investments,15.06,15.07,15.07,14.58,10.09,,,,,0.02,VISAKAIND
Other Assets,310.35,458.44,357.91,463.08,510.63,421.81,493.94,506.3,528.73,547.43,VISAKAIND
Total,573.83,739.82,728.42,790.22,818.91,760.35,884.54,926.11,943.52,948.71,VISAKAIND
Receivables,73.96,86.27,97.25,128.9,146.99,150.15,151.01,155.29,140.01,105.16,VISAKAIND
Inventory,155.55,273.11,187.54,250.13,232.04,196.02,241.8,272.44,303.93,249.27,VISAKAIND
Cash & Bank,53.88,33.59,26.11,28.08,75.02,38.3,22.92,20.2,19.26,116.54,VISAKAIND
No. of Equity Shares,15880952.0,15960360.0,15960360.0,15960360.0,15960360.0,15960360.0,15960360.0,15960360.0,15960360.0,16560360.0,VISAKAIND
New Bonus Shares,,,,,,,,,,,VISAKAIND
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VISAKAIND
