Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,127.99,143.46,161.11,194.45,261.26,305.75,303.64,360.38,431.73,291.09,NESCO
Raw Material Cost,11.2,12.14,8.8,10.82,13.67,15.35,10.97,22.51,17.62,15.54,NESCO
Change in Inventory,-1.1,0.95,0.08,1.76,1.69,-0.17,0.91,-1.14,-0.94,-1.48,NESCO
Power and Fuel,1.22,4.84,3.61,2.98,10.11,12.77,13.43,16.21,17.49,3.9,NESCO
Other Mfr. Exp,7.3,7.24,8.87,6.27,12.88,20.6,14.51,19.03,28.5,17.6,NESCO
Employee Cost,9.17,6.59,10.56,11.71,13.93,18.3,20.31,23.37,38.12,27.37,NESCO
Selling and admin,5.4,6.73,16.87,21.54,18.38,20.53,16.3,25.94,34.74,31.17,NESCO
Other Expenses,7.62,5.94,2.71,4.55,5.24,4.13,13.42,19.59,16.0,8.29,NESCO
Other Income,16.64,19.29,18.26,28.27,32.65,42.98,36.06,31.68,42.36,64.56,NESCO
Depreciation,3.42,5.83,11.03,6.7,6.7,8.13,11.03,11.87,22.44,25.73,NESCO
Interest,1.37,0.72,0.11,0.13,3.96,5.03,5.55,4.71,6.02,8.22,NESCO
Profit before tax,96.83,113.67,116.89,159.78,210.73,243.72,235.09,247.69,292.22,216.35,NESCO
Tax,29.49,31.99,35.87,48.14,66.59,74.3,58.4,67.51,58.43,43.85,NESCO
Net profit,67.34,81.69,81.02,111.63,144.14,169.42,176.69,180.18,233.79,172.5,NESCO
