Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,102.09,120.95,137.02,157.4,146.74,130.53,130.23,133.39,139.7,64.52,ORBTEXP
Raw Material Cost,70.04,73.34,77.74,75.6,79.83,47.34,47.42,48.87,55.43,22.28,ORBTEXP
Change in Inventory,3.75,-0.69,3.38,3.26,8.9,-8.08,1.36,0.17,4.28,-2.67,ORBTEXP
Power and Fuel,0.67,1.44,3.19,4.34,5.1,4.38,5.92,4.48,4.49,1.94,ORBTEXP
Other Mfr. Exp,6.74,7.84,11.41,13.35,2.13,2.38,3.12,3.59,5.82,3.51,ORBTEXP
Employee Cost,3.91,4.56,6.05,10.32,14.17,14.35,17.8,20.79,20.72,13.4,ORBTEXP
Selling and admin,7.21,9.11,9.82,12.43,12.49,15.95,16.67,16.23,14.27,8.93,ORBTEXP
Other Expenses,1.21,0.06,0.05,0.09,0.08,0.61,0.56,1.78,2.25,1.66,ORBTEXP
Other Income,,1.3,2.24,0.54,2.65,3.9,3.57,3.03,3.45,2.84,ORBTEXP
Depreciation,1.88,2.5,3.49,4.78,5.93,6.79,7.22,8.56,11.67,10.96,ORBTEXP
Interest,1.6,1.7,2.03,1.9,1.62,2.63,1.39,1.86,1.66,1.44,ORBTEXP
Profit before tax,12.58,21.01,28.86,38.39,36.94,31.92,35.06,30.43,31.12,0.57,ORBTEXP
Tax,3.56,6.57,8.85,11.7,12.41,11.15,10.15,7.31,7.98,-0.37,ORBTEXP
Net profit,9.02,14.45,20.0,26.7,24.53,20.78,24.91,23.12,23.13,0.94,ORBTEXP
