Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,333.89,399.82,454.92,484.04,511.02,545.27,567.82,626.85,586.63,555.22,PLASTIBLEN
Raw Material Cost,244.92,306.09,325.65,337.95,364.73,405.03,430.2,473.49,430.88,384.6,PLASTIBLEN
Change in Inventory,1.61,6.13,-6.0,-9.55,1.61,12.01,6.27,-0.23,8.4,-8.88,PLASTIBLEN
Power and Fuel,8.53,9.88,12.25,12.81,13.41,16.2,15.12,14.07,15.84,16.14,PLASTIBLEN
Other Mfr. Exp,9.11,8.57,11.62,11.35,7.67,11.11,11.56,12.73,12.82,11.06,PLASTIBLEN
Employee Cost,9.77,11.55,12.9,16.11,20.45,24.8,25.83,27.03,30.87,31.36,PLASTIBLEN
Selling and admin,34.34,41.09,44.34,49.16,48.92,24.07,26.36,33.91,48.98,51.01,PLASTIBLEN
Other Expenses,-3.34,-2.62,-5.16,-3.67,-1.8,12.2,10.15,5.06,-11.81,-16.41,PLASTIBLEN
Other Income,0.29,1.5,3.36,1.87,2.4,1.29,2.39,1.16,2.62,3.51,PLASTIBLEN
Depreciation,4.01,4.08,4.31,6.24,6.24,10.72,11.65,11.74,17.05,15.87,PLASTIBLEN
Interest,4.48,5.78,5.79,3.6,3.55,7.98,7.61,8.14,1.48,3.02,PLASTIBLEN
Profit before tax,23.97,23.03,40.58,42.81,51.86,46.46,38.0,41.61,51.54,53.2,PLASTIBLEN
Tax,7.26,7.67,13.35,12.77,14.2,13.76,10.68,10.44,14.37,15.84,PLASTIBLEN
Net profit,16.71,15.37,27.24,30.05,37.67,32.71,27.32,31.17,37.18,37.35,PLASTIBLEN
