Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,268.53,290.78,361.23,385.08,444.98,516.44,671.2,606.16,534.39,532.86,IGARASHI
Raw Material Cost,180.25,182.05,235.81,237.18,265.14,300.86,360.91,336.0,317.6,319.85,IGARASHI
Change in Inventory,1.48,-2.0,0.89,0.95,-0.35,1.24,-0.17,0.9,4.45,-0.45,IGARASHI
Power and Fuel,3.59,4.71,4.39,4.75,5.54,6.71,11.51,11.28,11.43,10.36,IGARASHI
Other Mfr. Exp,13.48,14.76,7.13,18.42,11.03,24.06,31.97,27.99,20.52,24.21,IGARASHI
Employee Cost,20.39,19.5,25.65,27.68,31.85,27.51,52.36,56.57,51.92,46.52,IGARASHI
Selling and admin,7.25,11.91,17.38,15.37,18.75,31.7,46.28,48.51,52.83,50.62,IGARASHI
Other Expenses,1.67,1.76,2.77,2.2,3.98,4.76,9.9,10.16,6.2,6.39,IGARASHI
Other Income,1.04,2.38,17.93,17.1,14.24,17.08,33.78,25.04,11.67,9.54,IGARASHI
Depreciation,11.19,13.37,15.61,18.8,18.96,22.03,37.91,39.93,42.54,44.68,IGARASHI
Interest,15.47,13.75,12.92,7.08,6.26,3.55,13.11,15.73,15.02,6.87,IGARASHI
Profit before tax,17.76,29.35,58.39,71.65,97.36,113.58,140.86,85.93,32.45,32.45,IGARASHI
Tax,1.22,8.0,12.25,22.7,33.72,38.26,45.61,28.51,2.55,6.83,IGARASHI
Net profit,16.54,21.36,46.14,48.95,63.64,75.32,95.26,57.41,29.91,25.62,IGARASHI
