Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,60.41,44.38,40.87,50.98,36.88,30.58,36.56,36.46,27.04,28.57,ALMONDZ
Raw Material Cost,,,,,,,,,,,ALMONDZ
Change in Inventory,,,,,,,,,,,ALMONDZ
Power and Fuel,0.83,0.68,0.77,0.83,0.75,0.65,0.64,0.63,0.59,0.22,ALMONDZ
Other Mfr. Exp,1.32,0.88,0.59,0.54,0.65,0.43,0.43,6.1,3.67,2.89,ALMONDZ
Employee Cost,23.17,16.96,16.18,18.15,15.39,12.9,13.58,13.59,7.98,7.72,ALMONDZ
Selling and admin,28.1,21.49,20.37,20.96,16.69,12.77,18.07,16.09,14.24,9.84,ALMONDZ
Other Expenses,4.62,2.8,1.41,0.52,0.73,0.5,1.35,0.59,2.09,3.5,ALMONDZ
Other Income,0.27,4.08,11.72,2.4,2.86,3.17,3.41,1.59,2.99,2.8,ALMONDZ
Depreciation,3.09,2.32,2.29,2.17,1.68,1.21,0.74,0.81,1.6,1.14,ALMONDZ
Interest,3.49,3.31,3.11,4.19,3.69,3.92,2.96,1.18,1.07,1.0,ALMONDZ
Profit before tax,-3.94,0.02,7.87,6.02,0.16,1.37,2.2,-0.94,-1.21,5.06,ALMONDZ
Tax,-0.25,,2.03,1.17,-0.54,-0.14,-0.12,-0.3,-1.5,1.37,ALMONDZ
Net profit,-3.69,0.02,5.84,4.85,0.69,1.51,2.32,-0.64,0.3,3.69,ALMONDZ
