Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.76,9.76,9.76,9.77,9.79,9.79,9.87,9.89,9.9,9.9,NAVINFLUOR
Reserves,473.61,499.71,532.1,561.36,623.75,813.73,960.12,1049.32,1379.05,1640.2,NAVINFLUOR
Borrowings,93.34,83.24,57.0,44.9,29.9,,,,,,NAVINFLUOR
Other Liabilities,183.48,128.72,143.33,175.93,185.16,299.99,229.18,208.9,185.01,216.33,NAVINFLUOR
Total,760.19,721.43,742.19,791.96,848.6,1123.51,1199.17,1268.11,1573.96,1866.43,NAVINFLUOR
Net Block,236.45,230.47,225.96,212.71,267.74,455.74,320.35,324.11,412.82,403.46,NAVINFLUOR
Capital Work in Progress,5.23,8.71,5.31,57.58,13.95,16.83,20.09,39.33,38.85,36.53,NAVINFLUOR
Investments,204.94,246.64,262.94,234.47,265.98,315.71,521.88,526.73,296.33,450.3,NAVINFLUOR
Other Assets,313.57,235.61,247.98,287.2,300.93,335.23,336.85,377.94,825.96,976.14,NAVINFLUOR
Total,760.19,721.43,742.19,791.96,848.6,1123.51,1199.17,1268.11,1573.96,1866.43,NAVINFLUOR
Receivables,62.39,70.85,82.87,110.23,138.84,130.78,147.14,167.46,209.33,275.94,NAVINFLUOR
Inventory,84.02,71.93,57.27,65.84,62.74,98.9,92.37,92.86,136.07,154.32,NAVINFLUOR
Cash & Bank,105.02,27.47,25.28,13.76,15.21,29.73,21.89,22.4,258.19,388.91,NAVINFLUOR
No. of Equity Shares,9761097.0,9761097.0,9761100.0,9769797.0,9787297.0,9791297.0,49350810.0,49457165.0,49484320.0,49503220.0,NAVINFLUOR
New Bonus Shares,,,,,,,,,,,NAVINFLUOR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,NAVINFLUOR
