Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,72.15,71.29,69.11,118.5,117.49,124.75,162.31,171.52,170.72,192.43,BIRLAMONEY
Raw Material Cost,,,,,,,,,,,BIRLAMONEY
Change in Inventory,,,,,,,,,,,BIRLAMONEY
Power and Fuel,1.38,1.3,0.96,1.15,1.35,1.21,1.25,1.28,1.22,1.12,BIRLAMONEY
Other Mfr. Exp,0.72,2.63,2.29,2.11,2.58,2.32,2.55,41.07,41.45,53.87,BIRLAMONEY
Employee Cost,29.43,30.04,31.69,45.78,49.7,47.7,54.2,53.65,55.95,60.06,BIRLAMONEY
Selling and admin,41.96,17.43,15.16,19.92,22.74,22.43,25.13,26.06,22.3,23.17,BIRLAMONEY
Other Expenses,3.71,19.44,18.46,34.27,28.99,34.92,57.4,1.79,0.59,2.24,BIRLAMONEY
Other Income,0.23,-0.82,0.03,0.22,1.03,0.15,2.49,0.14,3.02,0.96,BIRLAMONEY
Depreciation,7.8,7.54,6.12,5.72,3.78,3.06,2.18,2.09,6.46,7.02,BIRLAMONEY
Interest,5.87,4.75,2.67,2.98,7.49,6.31,12.0,31.72,29.27,23.51,BIRLAMONEY
Profit before tax,-18.49,-12.66,-8.21,6.79,1.89,6.95,10.09,14.0,16.5,22.4,BIRLAMONEY
Tax,-1.2,,,-0.29,0.68,0.81,2.8,4.01,4.51,6.62,BIRLAMONEY
Net profit,-17.29,-12.67,-8.2,7.08,1.2,6.15,7.3,9.99,11.99,15.78,BIRLAMONEY
