Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,SALONA
Reserves,7.3,10.41,15.34,17.44,19.24,22.58,24.7,25.99,26.76,32.69,SALONA
Borrowings,45.37,39.8,33.43,25.59,30.55,35.28,43.33,50.85,40.27,76.66,SALONA
Other Liabilities,5.45,5.53,8.75,5.97,9.14,7.59,10.03,7.74,10.95,23.63,SALONA
Total,63.45,61.07,62.85,54.33,64.26,70.78,83.39,89.91,83.31,138.31,SALONA
Net Block,33.76,28.55,24.76,20.99,18.3,16.53,15.0,25.74,23.92,26.64,SALONA
Capital Work in Progress,0.09,0.77,0.04,0.04,,,5.02,0.6,,,SALONA
Investments,0.03,0.03,0.03,0.03,0.21,0.31,0.31,0.24,0.01,0.01,SALONA
Other Assets,29.57,31.72,38.02,33.27,45.75,53.94,63.06,63.33,59.38,111.66,SALONA
Total,63.45,61.07,62.85,54.33,64.26,70.78,83.39,89.91,83.31,138.31,SALONA
Receivables,5.48,9.44,12.72,8.72,12.59,21.61,19.14,18.2,13.51,53.47,SALONA
Inventory,18.81,18.61,20.79,19.85,27.03,27.14,36.47,37.11,36.66,42.77,SALONA
Cash & Bank,1.58,0.54,1.54,0.52,1.77,0.21,0.6,0.17,0.57,0.53,SALONA
No. of Equity Shares,5351100.0,5351100.0,5351100.0,5351100.0,5351100.0,5351100.0,5351100.0,5351100.0,5262400.0,5262400.0,SALONA
New Bonus Shares,,,,,,,,,,,SALONA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SALONA
