Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,23.38,20.79,10.85,17.87,4.22,20.06,299.13,85.26,21.6,31.22,INVENTURE
Raw Material Cost,,,,,,,274.72,63.92,,,INVENTURE
Change in Inventory,,,,,,,1.18,-0.09,-0.16,-0.02,INVENTURE
Power and Fuel,0.39,0.43,0.49,0.53,0.46,0.44,0.39,,,,INVENTURE
Other Mfr. Exp,0.33,0.52,0.47,0.44,0.48,0.49,0.67,7.07,6.03,10.1,INVENTURE
Employee Cost,5.89,5.09,3.99,4.82,4.87,5.24,4.7,5.21,5.83,4.8,INVENTURE
Selling and admin,9.45,8.35,5.62,8.45,7.71,8.72,12.49,3.01,2.84,3.78,INVENTURE
Other Expenses,0.3,0.14,0.84,0.83,0.27,0.35,6.08,11.36,0.58,1.02,INVENTURE
Other Income,6.21,0.58,3.46,4.59,1.61,2.49,2.02,0.37,0.12,0.17,INVENTURE
Depreciation,1.06,0.98,0.85,1.19,0.93,0.83,0.65,0.62,0.42,0.37,INVENTURE
Interest,3.89,3.1,2.04,2.09,3.35,1.27,0.89,0.47,1.2,0.16,INVENTURE
Profit before tax,8.28,2.76,0.01,4.11,-12.24,5.21,1.74,-6.12,4.66,11.14,INVENTURE
Tax,2.61,0.77,0.34,1.26,-3.69,1.87,0.54,-1.09,0.33,3.46,INVENTURE
Net profit,5.67,1.99,-0.33,2.84,-8.54,3.34,1.19,-5.02,4.32,7.68,INVENTURE
