Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.47,12.47,12.47,12.47,12.47,12.47,16.45,16.45,16.45,16.45,MUTHOOTCAP
Reserves,74.51,90.43,106.07,120.82,135.42,165.51,377.48,430.75,490.93,543.12,MUTHOOTCAP
Borrowings,213.36,353.55,570.93,700.0,877.62,990.75,1441.17,2125.9,2351.1,1944.53,MUTHOOTCAP
Other Liabilities,15.04,19.61,25.41,42.72,46.59,109.46,142.68,66.88,54.76,55.73,MUTHOOTCAP
Total,315.38,476.06,714.88,876.01,1072.1,1278.19,1977.78,2639.98,2913.24,2559.83,MUTHOOTCAP
Net Block,1.18,1.98,2.84,2.04,1.83,2.23,2.48,1.72,3.51,2.81,MUTHOOTCAP
Capital Work in Progress,,,,,,0.36,,0.22,,,MUTHOOTCAP
Investments,0.19,0.21,7.07,13.54,13.75,14.75,17.86,19.6,16.43,16.35,MUTHOOTCAP
Other Assets,314.01,473.87,704.97,860.43,1056.52,1260.85,1957.44,2618.44,2893.3,2540.67,MUTHOOTCAP
Total,315.38,476.06,714.88,876.01,1072.1,1278.19,1977.78,2639.98,2913.24,2559.83,MUTHOOTCAP
Receivables,,,,,,,,,,,MUTHOOTCAP
Inventory,,,,,,,,,,,MUTHOOTCAP
Cash & Bank,9.97,0.92,8.24,6.58,8.01,14.49,16.84,84.81,398.87,609.9,MUTHOOTCAP
No. of Equity Shares,12472575.0,12472575.0,12472575.0,12472575.0,12472575.0,12472575.0,16447530.0,16447530.0,16447530.0,16447530.0,MUTHOOTCAP
New Bonus Shares,,,,,,,,,,,MUTHOOTCAP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MUTHOOTCAP
