Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,214.02,218.06,224.74,198.2,176.53,173.96,180.98,178.68,139.44,111.58,PEARLPOLY
Raw Material Cost,124.52,130.96,152.44,128.47,99.59,87.96,95.37,100.5,76.12,55.82,PEARLPOLY
Change in Inventory,2.64,-3.15,4.03,-1.77,-1.71,2.16,-2.71,0.11,-1.08,-2.54,PEARLPOLY
Power and Fuel,20.51,21.17,19.94,19.12,19.23,19.94,19.72,19.38,17.68,14.3,PEARLPOLY
Other Mfr. Exp,25.84,25.98,15.21,13.85,15.36,23.47,23.47,23.85,19.38,18.01,PEARLPOLY
Employee Cost,18.21,18.17,15.3,16.17,15.83,17.66,19.01,17.84,15.95,15.34,PEARLPOLY
Selling and admin,8.76,9.26,9.78,8.45,11.76,18.0,15.84,13.67,12.16,9.35,PEARLPOLY
Other Expenses,5.2,2.45,1.75,2.35,2.52,-0.61,0.56,0.79,1.48,0.38,PEARLPOLY
Other Income,3.22,26.84,1.18,2.82,1.01,1.46,1.79,2.17,2.5,3.61,PEARLPOLY
Depreciation,8.41,8.84,7.22,6.53,6.54,6.31,5.9,6.29,6.37,5.92,PEARLPOLY
Interest,9.1,8.44,7.79,6.22,5.39,4.5,4.57,4.95,4.18,4.1,PEARLPOLY
Profit before tax,-0.67,16.48,0.52,-1.91,-0.39,0.35,-4.38,-6.31,-12.46,-10.57,PEARLPOLY
Tax,-0.3,2.27,-0.02,0.59,-0.86,0.98,-1.74,-1.45,-1.32,,PEARLPOLY
Net profit,-0.37,14.21,0.54,-2.51,0.46,-0.64,-2.63,-4.86,-11.15,-10.58,PEARLPOLY
