Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,21.39,16.03,18.57,31.05,28.43,11.99,9.54,7.66,6.9,7.03,ISFT
Raw Material Cost,,,,,,,,,,,ISFT
Change in Inventory,,,,,,,,,,,ISFT
Power and Fuel,0.15,0.22,0.38,0.43,0.43,0.42,0.48,0.43,0.41,0.18,ISFT
Other Mfr. Exp,0.62,0.16,0.29,0.36,0.35,0.24,0.24,0.2,0.16,0.16,ISFT
Employee Cost,3.44,4.57,11.69,17.36,12.9,8.97,8.46,7.26,6.56,6.72,ISFT
Selling and admin,2.21,3.32,4.5,7.25,8.74,2.94,3.04,2.24,1.67,1.49,ISFT
Other Expenses,1.68,2.08,3.86,1.57,-25.4,0.31,0.41,0.21,0.58,0.34,ISFT
Other Income,5.44,2.78,4.19,3.68,38.87,7.21,5.8,5.41,5.05,5.87,ISFT
Depreciation,2.73,6.99,3.95,1.38,27.79,1.52,1.43,1.22,1.14,0.96,ISFT
Interest,0.18,0.22,0.33,0.59,1.9,0.56,0.08,0.02,0.04,0.03,ISFT
Profit before tax,15.82,1.25,-2.24,5.79,40.59,4.24,1.2,1.49,1.39,3.02,ISFT
Tax,4.89,-1.82,-4.28,0.78,0.85,0.3,-0.05,0.06,0.19,-0.22,ISFT
Net profit,10.93,3.08,2.05,5.01,39.74,3.94,1.25,1.43,1.19,3.24,ISFT
