Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-09-30 00:00:00,2015-09-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,36.4,27.93,23.47,19.07,5.21,21.25,14.85,17.81,19.25,14.59,BFUTILITIE
Raw Material Cost,,,,,,,,,,,BFUTILITIE
Change in Inventory,,0.07,,-0.01,0.02,0.2,-0.12,-0.09,0.03,-0.03,BFUTILITIE
Power and Fuel,0.88,0.78,0.74,0.64,0.11,,,,,,BFUTILITIE
Other Mfr. Exp,4.39,5.79,8.45,4.98,1.88,3.11,6.18,10.29,10.69,12.14,BFUTILITIE
Employee Cost,1.24,1.85,1.04,1.38,0.76,1.4,1.5,2.46,1.79,1.4,BFUTILITIE
Selling and admin,1.3,1.38,0.95,1.11,0.66,2.73,2.96,3.6,4.01,3.41,BFUTILITIE
Other Expenses,3.02,3.42,0.69,0.5,0.24,0.37,0.51,0.41,0.37,0.22,BFUTILITIE
Other Income,0.72,1.68,1.73,4.24,0.04,4.1,18.4,31.94,4.51,3.21,BFUTILITIE
Depreciation,6.09,6.13,6.11,4.79,1.94,3.87,3.86,3.86,3.87,3.57,BFUTILITIE
Interest,4.23,4.03,5.84,5.61,0.41,5.85,3.57,2.45,1.09,0.56,BFUTILITIE
Profit before tax,15.97,6.3,1.38,4.29,-0.73,8.22,14.55,26.59,1.97,-3.53,BFUTILITIE
Tax,2.91,1.41,0.08,-1.02,0.28,0.92,-1.27,-0.59,-0.55,-1.81,BFUTILITIE
Net profit,13.06,4.89,1.29,5.31,-1.01,7.3,15.82,27.17,2.52,-1.72,BFUTILITIE
