Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,9.49,45.91,11.59,42.43,15.12,15.5,22.37,,14.61,29.27,OSWALAGRO
Raw Material Cost,,24.4,,25.43,55.42,15.42,22.25,,14.32,28.97,OSWALAGRO
Change in Inventory,,,,,40.41,,,,,,OSWALAGRO
Power and Fuel,,,,0.02,0.08,0.07,0.04,0.04,0.04,0.03,OSWALAGRO
Other Mfr. Exp,0.04,0.03,0.02,0.01,0.52,0.17,0.34,0.17,0.26,0.32,OSWALAGRO
Employee Cost,0.31,0.33,0.38,0.67,0.71,0.76,1.6,1.57,1.74,2.02,OSWALAGRO
Selling and admin,4.23,3.03,2.2,5.74,3.17,3.87,7.14,7.19,8.16,4.84,OSWALAGRO
Other Expenses,7.89,0.39,0.31,0.49,1.77,2.01,0.66,0.76,6.04,3.8,OSWALAGRO
Other Income,-43.23,-25.38,7.67,8.48,11.95,2.73,19.79,21.67,25.92,22.24,OSWALAGRO
Depreciation,0.13,0.13,0.16,0.16,0.17,0.18,0.19,0.21,0.37,0.36,OSWALAGRO
Interest,0.05,,0.07,0.03,0.06,0.1,0.05,0.05,0.09,0.08,OSWALAGRO
Profit before tax,-46.39,-7.78,16.12,18.36,5.58,-4.35,9.89,11.68,9.51,11.09,OSWALAGRO
Tax,0.26,,3.34,3.86,2.69,3.85,-3.0,2.41,2.55,5.68,OSWALAGRO
Net profit,-46.65,-7.78,12.77,14.51,2.89,-8.2,12.89,9.27,6.96,5.4,OSWALAGRO
