Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3.97,9.85,17.39,19.89,22.66,30.88,38.73,43.4,31.45,26.77,ARROWGREEN
Raw Material Cost,2.54,1.72,1.5,1.2,2.44,3.8,10.43,26.64,12.78,6.99,ARROWGREEN
Change in Inventory,-0.02,0.01,-0.86,-2.35,0.22,0.67,2.23,0.63,0.62,-1.45,ARROWGREEN
Power and Fuel,0.46,0.69,0.82,0.92,1.07,1.05,2.29,2.3,2.12,2.63,ARROWGREEN
Other Mfr. Exp,0.33,0.49,0.59,0.6,1.07,1.19,1.7,1.86,1.33,1.91,ARROWGREEN
Employee Cost,0.45,0.63,0.99,2.19,2.65,4.44,7.07,8.72,6.61,5.82,ARROWGREEN
Selling and admin,0.66,0.8,3.67,0.59,2.16,3.43,6.07,6.28,4.02,3.44,ARROWGREEN
Other Expenses,0.32,4.17,3.71,2.94,1.98,1.73,1.43,1.07,1.57,1.1,ARROWGREEN
Other Income,0.5,0.77,1.27,1.14,5.34,2.13,10.25,7.31,2.39,3.08,ARROWGREEN
Depreciation,0.22,0.25,0.36,0.84,0.98,1.25,4.03,3.41,3.23,4.22,ARROWGREEN
Interest,0.38,0.17,,,,0.04,0.06,0.05,0.52,0.68,ARROWGREEN
Profit before tax,-0.91,1.71,6.16,9.4,15.87,16.75,18.13,1.01,2.28,1.61,ARROWGREEN
Tax,0.01,0.08,1.6,2.85,4.65,2.95,2.99,0.82,0.16,-0.92,ARROWGREEN
Net profit,-0.93,1.63,4.56,6.55,11.23,13.8,15.15,0.19,2.12,2.52,ARROWGREEN
