Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,7.69,11.87,19.62,22.28,22.03,41.63,81.54,100.19,107.63,51.12,UNIVASTU
Raw Material Cost,2.4,1.12,0.98,5.02,11.38,26.14,44.45,46.56,48.58,11.12,UNIVASTU
Change in Inventory,0.35,0.22,0.87,2.12,0.98,1.77,6.79,11.76,,,UNIVASTU
Power and Fuel,,0.01,0.01,0.02,0.15,0.35,0.49,0.5,0.67,0.21,UNIVASTU
Other Mfr. Exp,,8.52,16.8,14.49,4.79,8.8,21.3,35.32,40.52,13.34,UNIVASTU
Employee Cost,0.36,0.86,1.04,1.39,1.43,1.88,3.35,4.67,5.61,3.3,UNIVASTU
Selling and admin,,0.55,0.34,1.43,2.98,2.48,12.59,13.9,1.65,2.14,UNIVASTU
Other Expenses,4.52,0.18,0.08,0.14,-0.65,-0.01,0.04,,0.13,0.94,UNIVASTU
Other Income,0.02,0.04,0.02,,0.02,0.15,0.92,0.17,0.41,0.38,UNIVASTU
Depreciation,0.16,0.13,0.15,0.4,0.42,0.46,0.47,0.77,1.1,2.14,UNIVASTU
Interest,0.19,0.27,0.26,0.47,1.53,1.54,1.9,4.23,4.26,5.35,UNIVASTU
Profit before tax,0.43,0.49,0.85,1.04,1.0,1.91,4.66,6.17,5.52,12.96,UNIVASTU
Tax,0.14,0.15,0.26,0.36,0.35,0.54,1.33,1.7,1.38,3.46,UNIVASTU
Net profit,0.28,0.34,0.58,0.69,0.66,1.36,3.33,4.47,4.15,9.49,UNIVASTU
