Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,465.08,879.32,1351.62,1953.09,2744.31,3713.16,4507.57,6300.71,8514.38,8214.54,RBLBANK
Raw Material Cost,,,,,,,,,,,RBLBANK
Change in Inventory,,,,,,,,,,,RBLBANK
Power and Fuel,,,,,,,,,,,RBLBANK
Other Mfr. Exp,1.78,2.41,2.97,6.83,6.5,3.74,6.3,36.99,35.73,63.64,RBLBANK
Employee Cost,84.39,124.35,185.21,301.17,370.48,446.96,551.55,637.34,770.23,847.76,RBLBANK
Selling and admin,24.85,41.16,64.31,106.6,131.83,173.07,221.72,279.15,342.24,351.2,RBLBANK
Other Expenses,39.84,65.82,196.65,212.03,324.57,610.05,1001.41,1607.31,3500.61,3735.44,RBLBANK
Other Income,67.13,126.44,260.97,403.41,490.54,755.46,1068.19,1442.37,1910.25,2057.84,RBLBANK
Depreciation,7.79,13.24,20.94,33.21,48.36,61.5,86.96,121.91,138.3,158.28,RBLBANK
Interest,278.29,621.77,1009.99,1396.72,1925.1,2491.82,2741.28,3761.23,4884.74,4426.98,RBLBANK
Profit before tax,95.27,137.01,132.52,299.94,428.01,681.48,966.54,1299.15,752.78,689.08,RBLBANK
Tax,30.17,44.15,39.85,92.77,135.53,235.43,331.46,432.2,247.11,181.3,RBLBANK
Net profit,65.1,92.85,92.67,207.18,292.48,446.05,635.09,866.95,505.67,507.78,RBLBANK
