Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,31.69,ELGIEQUIP
Reserves,367.75,420.47,480.2,517.15,473.22,526.13,585.26,647.22,695.31,789.57,ELGIEQUIP
Borrowings,,19.83,92.37,113.34,63.8,48.49,85.31,42.38,101.59,104.39,ELGIEQUIP
Other Liabilities,180.99,194.79,207.17,183.64,178.53,175.93,197.37,222.63,188.56,243.97,ELGIEQUIP
Total,564.59,650.94,795.59,829.98,731.4,766.4,883.79,928.08,1001.31,1169.62,ELGIEQUIP
Net Block,91.36,93.89,156.92,258.07,256.84,244.48,222.44,219.65,233.88,210.95,ELGIEQUIP
Capital Work in Progress,7.38,74.92,84.8,6.35,0.52,0.26,1.53,5.72,3.6,4.02,ELGIEQUIP
Investments,65.08,85.09,86.89,117.59,124.24,137.63,155.92,174.61,173.58,177.73,ELGIEQUIP
Other Assets,400.77,397.04,466.98,447.97,349.8,384.03,503.9,528.1,590.25,776.92,ELGIEQUIP
Total,564.59,650.94,795.59,829.98,731.4,766.4,883.79,928.08,1001.31,1169.62,ELGIEQUIP
Receivables,119.26,149.5,178.41,166.38,159.73,159.26,253.42,285.84,255.89,330.16,ELGIEQUIP
Inventory,92.69,99.3,105.19,112.98,97.77,100.37,118.55,112.06,130.2,138.58,ELGIEQUIP
Cash & Bank,109.39,23.64,21.91,22.73,38.1,53.7,61.14,52.27,44.58,160.18,ELGIEQUIP
No. of Equity Shares,158454508.0,158450000.0,158454510.0,158454508.0,158454508.0,158454508.0,158450000.0,158450000.0,158450000.0,316910000.0,ELGIEQUIP
New Bonus Shares,,,,,,,,,,286145000.0,ELGIEQUIP
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ELGIEQUIP
