Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.5,10.5,10.5,10.5,10.5,11.57,12.87,12.87,12.87,15.67,CYBERMEDIA
Reserves,28.76,26.35,25.76,17.81,6.65,0.41,0.5,-1.11,-27.62,-27.98,CYBERMEDIA
Borrowings,19.97,27.27,26.34,20.86,24.68,24.54,16.4,15.48,15.86,14.84,CYBERMEDIA
Other Liabilities,12.02,10.29,11.21,11.13,11.04,9.92,15.7,11.26,11.09,10.73,CYBERMEDIA
Total,71.25,74.41,73.81,60.3,52.87,46.44,45.47,38.5,12.2,13.26,CYBERMEDIA
Net Block,12.19,10.95,9.18,5.76,4.65,4.16,3.02,2.96,3.0,2.91,CYBERMEDIA
Capital Work in Progress,,,,,,,,,,,CYBERMEDIA
Investments,26.35,26.35,26.65,18.6,14.06,14.06,14.01,13.99,1.04,1.04,CYBERMEDIA
Other Assets,32.71,37.11,37.98,35.94,34.16,28.22,28.44,21.55,8.16,9.31,CYBERMEDIA
Total,71.25,74.41,73.81,60.3,52.87,46.44,45.47,38.5,12.2,13.26,CYBERMEDIA
Receivables,25.99,28.79,29.49,26.32,25.03,18.68,19.92,15.07,2.06,2.07,CYBERMEDIA
Inventory,1.39,1.55,1.26,1.23,1.24,0.98,0.05,0.05,0.02,0.01,CYBERMEDIA
Cash & Bank,1.3,1.91,1.65,0.56,0.22,0.2,0.2,0.28,0.32,1.25,CYBERMEDIA
No. of Equity Shares,10501242.0,10501242.0,10501242.0,10501242.0,10501242.0,11567242.0,12867242.0,12867242.0,12867242.0,15667242.0,CYBERMEDIA
New Bonus Shares,,,,,,,,,,,CYBERMEDIA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CYBERMEDIA
