Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,90.46,74.74,67.0,60.29,62.72,61.57,79.63,167.51,197.36,8.16,ORTINLAB
Raw Material Cost,66.32,53.9,49.3,41.85,45.08,38.48,56.3,141.54,165.15,4.08,ORTINLAB
Change in Inventory,0.05,-0.14,0.64,0.13,3.75,-2.24,-1.3,6.73,10.53,0.13,ORTINLAB
Power and Fuel,2.46,4.12,3.85,4.55,4.68,4.75,4.1,5.67,5.39,0.11,ORTINLAB
Other Mfr. Exp,4.31,5.28,3.98,3.61,4.93,5.33,6.49,12.16,20.66,0.56,ORTINLAB
Employee Cost,2.76,2.61,2.55,2.42,2.84,3.35,3.32,4.26,5.36,1.05,ORTINLAB
Selling and admin,6.43,1.67,1.62,1.2,2.59,1.77,1.69,2.84,4.07,0.85,ORTINLAB
Other Expenses,1.3,0.45,0.24,0.3,0.46,0.2,1.02,1.09,1.56,0.4,ORTINLAB
Other Income,0.26,0.24,0.81,,0.57,0.32,0.45,0.13,0.18,0.05,ORTINLAB
Depreciation,1.33,1.4,1.51,1.64,1.65,1.7,1.69,1.75,1.96,0.29,ORTINLAB
Interest,3.28,3.55,3.72,3.52,3.42,2.94,3.49,3.22,3.21,0.87,ORTINLAB
Profit before tax,2.58,1.86,1.68,1.33,1.39,1.13,0.68,1.84,0.71,0.13,ORTINLAB
Tax,1.31,0.77,0.49,0.43,0.57,0.63,,0.56,1.29,-0.81,ORTINLAB
Net profit,1.28,1.09,1.19,0.9,0.83,0.5,0.68,1.28,-0.56,0.95,ORTINLAB
