Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,204.14,257.74,510.29,520.86,499.27,543.23,625.2,285.67,12.62,13.48,SUVEN
Raw Material Cost,81.46,88.27,150.5,177.25,178.45,154.81,176.16,79.62,,,SUVEN
Change in Inventory,5.65,5.6,13.98,-3.48,12.05,2.96,21.2,9.29,,,SUVEN
Power and Fuel,14.04,21.93,25.85,28.04,29.32,31.5,33.56,19.37,1.63,,SUVEN
Other Mfr. Exp,13.84,17.35,28.43,36.9,45.6,49.65,54.22,29.81,0.02,0.14,SUVEN
Employee Cost,22.84,25.38,31.44,36.51,40.94,50.64,58.74,33.85,14.6,15.29,SUVEN
Selling and admin,43.36,51.97,67.2,74.42,84.16,89.69,84.99,75.6,30.26,27.51,SUVEN
Other Expenses,11.09,5.25,1.79,4.8,2.96,4.55,5.81,8.02,1.38,0.99,SUVEN
Other Income,1.89,1.04,3.03,8.58,19.29,21.09,23.27,27.25,14.04,7.75,SUVEN
Depreciation,6.0,7.87,8.84,11.78,17.5,21.41,21.31,10.79,4.17,4.35,SUVEN
Interest,9.91,13.51,10.51,4.71,5.87,5.67,4.61,1.9,0.54,0.91,SUVEN
Profit before tax,9.14,32.85,202.74,151.55,125.81,159.36,230.27,63.25,-25.94,-27.96,SUVEN
Tax,-5.22,2.01,58.58,42.81,25.73,35.88,71.84,24.06,-12.18,-5.32,SUVEN
Net profit,14.36,30.84,144.16,108.75,100.08,123.47,158.43,39.19,-13.75,-22.63,SUVEN
