Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,24.0,24.0,28.24,32.0,32.0,43.5,43.5,43.5,43.94,44.16,FILATEX
Reserves,121.81,125.56,123.83,138.33,164.6,281.29,341.38,426.21,548.89,715.86,FILATEX
Borrowings,260.36,403.45,421.57,419.44,490.43,534.77,711.69,594.17,720.05,588.23,FILATEX
Other Liabilities,53.09,191.61,203.2,126.71,193.8,199.79,340.94,351.53,308.55,458.11,FILATEX
Total,459.26,744.62,776.84,716.48,880.83,1059.35,1437.51,1415.41,1621.43,1806.36,FILATEX
Net Block,177.02,398.9,398.8,388.29,492.36,628.53,944.52,927.93,1157.39,1134.95,FILATEX
Capital Work in Progress,184.74,3.85,0.59,2.36,18.02,5.73,6.77,72.08,25.1,130.14,FILATEX
Investments,0.01,,,,0.01,0.08,0.07,0.06,0.03,0.05,FILATEX
Other Assets,97.49,341.87,377.45,325.83,370.44,425.01,486.15,415.34,438.91,541.22,FILATEX
Total,459.26,744.62,776.84,716.48,880.83,1059.35,1437.51,1415.41,1621.43,1806.36,FILATEX
Receivables,26.67,137.54,214.37,149.1,216.36,199.45,170.52,98.7,118.65,121.64,FILATEX
Inventory,49.1,90.41,66.76,118.52,98.57,149.14,193.7,172.69,171.74,254.42,FILATEX
Cash & Bank,5.65,70.39,32.17,15.44,12.54,14.79,25.5,44.21,21.77,36.09,FILATEX
No. of Equity Shares,24000000.0,24000000.0,28240000.0,32000000.0,32000000.0,43500000.0,43500000.0,217500000.0,219685000.0,220818000.0,FILATEX
New Bonus Shares,,,,,,,,,,,FILATEX
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,FILATEX
