Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,344.05,295.6,292.03,187.95,316.02,291.08,576.3,461.79,416.61,352.79,GOACARBON
Raw Material Cost,269.5,225.07,255.47,139.03,247.96,225.68,412.36,435.47,307.04,284.61,GOACARBON
Change in Inventory,-3.77,-13.02,12.51,-7.89,-8.25,6.01,-2.48,40.23,-48.31,-3.41,GOACARBON
Power and Fuel,2.56,2.13,2.2,1.94,3.55,3.65,4.28,4.32,4.25,3.57,GOACARBON
Other Mfr. Exp,2.22,2.98,5.0,2.61,3.7,6.65,23.67,33.19,44.43,31.4,GOACARBON
Employee Cost,13.2,14.5,14.73,14.23,16.42,17.31,19.7,18.27,18.37,18.15,GOACARBON
Selling and admin,18.04,15.54,14.48,17.01,25.39,22.63,20.94,9.08,3.11,1.78,GOACARBON
Other Expenses,15.27,9.34,7.44,3.11,3.76,4.03,0.52,1.11,5.97,3.64,GOACARBON
Other Income,6.01,6.39,5.6,-2.05,5.59,9.03,8.74,2.25,2.45,0.66,GOACARBON
Depreciation,2.39,2.24,2.2,1.67,1.87,1.88,1.86,2.04,2.19,2.14,GOACARBON
Interest,7.45,5.01,6.19,8.43,15.21,8.54,9.71,11.62,13.77,9.67,GOACARBON
Profit before tax,15.66,12.16,2.43,-10.02,-4.5,15.75,89.52,-10.83,-28.38,-4.92,GOACARBON
Tax,5.17,4.25,0.14,0.07,-1.42,6.26,35.67,-3.32,-0.62,-0.11,GOACARBON
Net profit,10.49,7.91,2.29,-10.09,-3.08,9.5,53.85,-7.51,-27.75,-4.81,GOACARBON
