Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,80.0,80.0,80.0,80.0,240.0,223.36,243.66,243.66,243.66,243.66,BEL
Reserves,5556.96,6223.69,6937.24,7805.03,8743.6,7285.18,7517.35,8775.25,9609.28,10564.23,BEL
Borrowings,0.09,0.01,,,,50.0,66.66,33.34,8.33,,BEL
Other Liabilities,9220.93,8145.31,7513.69,7316.92,9141.06,9598.37,11028.2,11411.19,14049.82,18245.26,BEL
Total,14857.98,14449.01,14530.93,15201.95,18124.66,17156.91,18855.87,20463.44,23911.09,29053.15,BEL
Net Block,510.16,575.45,650.95,771.1,976.47,1255.31,1607.08,2084.4,2519.69,2480.03,BEL
Capital Work in Progress,113.56,161.42,196.86,139.78,429.71,656.31,832.81,721.36,682.87,736.25,BEL
Investments,11.98,11.98,11.98,19.12,319.24,459.7,903.15,1019.27,1161.67,1331.19,BEL
Other Assets,14222.28,13700.16,13671.14,14271.95,16399.24,14785.59,15512.83,16638.41,19546.86,24505.68,BEL
Total,14857.98,14449.01,14530.93,15201.95,18124.66,17156.91,18855.87,20463.44,23911.09,29053.15,BEL
Receivables,2686.58,3334.67,4128.54,3786.14,3711.93,4354.88,5049.5,5369.21,6732.91,6551.54,BEL
Inventory,2674.99,3194.14,3302.35,3371.68,4132.76,4856.54,4551.39,4413.65,3910.2,4915.29,BEL
Cash & Bank,6772.52,5302.49,4564.37,5881.53,7165.3,3790.18,738.7,883.98,1557.7,5008.21,BEL
No. of Equity Shares,80000000.0,80000000.0,80000000.0,80000000.0,240000000.0,2233627930.0,2436592943.0,2436592943.0,2436592943.0,2436592943.0,BEL
New Bonus Shares,,,,,160000000.0,,223362793.0,,,,BEL
Face value,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,BEL
