Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1251.42,1343.04,1753.74,1948.48,2314.35,2271.24,486.74,146.67,166.21,146.33,MBLINFRA
Raw Material Cost,959.03,954.23,1376.23,1516.88,1766.53,2027.99,36.87,41.23,22.12,37.25,MBLINFRA
Change in Inventory,,,,,,,,,,,MBLINFRA
Power and Fuel,22.28,20.58,21.66,27.04,37.41,23.44,0.86,4.05,1.89,3.5,MBLINFRA
Other Mfr. Exp,69.94,188.89,126.47,105.55,162.44,101.46,66.89,32.83,21.84,20.18,MBLINFRA
Employee Cost,17.4,22.56,26.61,36.03,47.17,36.22,8.58,9.73,7.74,6.11,MBLINFRA
Selling and admin,16.37,11.05,14.01,22.03,45.6,46.51,3.54,3.61,1.97,1.73,MBLINFRA
Other Expenses,7.77,11.61,8.31,9.79,19.08,22.19,335.95,113.9,157.65,126.14,MBLINFRA
Other Income,1.8,0.64,3.79,2.55,15.55,35.13,460.73,-202.06,370.49,113.76,MBLINFRA
Depreciation,7.88,7.12,9.74,15.4,17.24,17.77,14.61,14.5,14.3,52.57,MBLINFRA
Interest,48.98,53.48,73.84,101.53,126.95,156.54,247.81,6.99,8.15,7.64,MBLINFRA
Profit before tax,103.57,74.16,100.66,116.78,107.48,-125.75,232.36,-282.23,301.04,4.97,MBLINFRA
Tax,32.73,18.83,25.53,36.63,22.81,-60.61,-6.66,-40.99,-53.28,-88.37,MBLINFRA
Net profit,70.84,55.33,75.14,80.16,84.67,-65.14,239.03,-241.24,354.32,93.34,MBLINFRA
