Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,599.18,839.2,1109.92,1356.2,1573.6,1804.33,1825.35,1772.62,2196.42,2718.59,AJANTPHARM
Raw Material Cost,250.76,311.44,340.54,371.39,455.02,432.54,448.44,459.5,654.95,804.68,AJANTPHARM
Change in Inventory,32.99,11.41,-7.14,-9.22,41.01,-7.29,49.15,67.38,-9.02,74.6,AJANTPHARM
Power and Fuel,7.63,9.98,10.86,12.58,15.15,18.36,27.0,33.77,38.56,43.42,AJANTPHARM
Other Mfr. Exp,17.56,28.43,34.62,55.52,92.87,97.84,138.43,121.5,124.8,119.25,AJANTPHARM
Employee Cost,87.17,115.4,147.25,186.34,235.03,270.02,343.12,393.44,442.79,504.97,AJANTPHARM
Selling and admin,121.65,142.28,183.03,201.42,225.99,226.11,247.56,260.91,303.63,317.01,AJANTPHARM
Other Expenses,29.27,35.8,40.95,47.12,61.07,113.86,123.13,89.44,89.79,84.99,AJANTPHARM
Other Income,6.31,7.41,17.72,26.7,79.95,63.06,73.0,101.92,180.18,101.61,AJANTPHARM
Depreciation,30.68,32.7,41.97,49.42,42.68,59.48,57.14,69.9,91.29,111.49,AJANTPHARM
Interest,14.01,18.48,8.22,5.01,4.19,1.24,0.24,0.41,9.1,6.9,AJANTPHARM
Profit before tax,79.75,163.51,313.06,444.88,562.56,640.65,562.44,513.05,612.67,902.09,AJANTPHARM
Tax,13.26,62.39,92.2,138.51,140.61,140.84,134.92,121.29,171.54,226.45,AJANTPHARM
Net profit,66.49,101.12,220.86,306.37,421.95,499.81,427.52,391.76,441.13,675.64,AJANTPHARM
