Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5.02,5.44,5.43,37.22,17.02,5.53,145.07,104.89,79.04,95.68,20MICRONS
Raw Material Cost,4.61,5.14,5.2,37.22,16.17,13.88,116.55,83.0,71.3,78.1,20MICRONS
Change in Inventory,,,0.07,0.84,0.06,10.82,3.84,1.3,-2.27,-1.07,20MICRONS
Power and Fuel,,,,,,0.36,6.55,6.36,6.46,4.85,20MICRONS
Other Mfr. Exp,,,,0.14,0.16,0.24,3.47,2.84,2.75,1.88,20MICRONS
Employee Cost,0.07,0.01,0.01,0.03,0.05,0.09,0.57,0.65,0.59,0.55,20MICRONS
Selling and admin,0.28,0.11,0.07,0.31,0.24,0.13,2.35,1.0,2.38,1.03,20MICRONS
Other Expenses,,-0.01,0.01,0.02,,-0.01,-0.32,-0.04,-0.5,-0.11,20MICRONS
Other Income,0.12,0.01,,0.09,,0.08,8.64,15.25,22.79,8.3,20MICRONS
Depreciation,0.15,0.15,0.15,0.13,0.11,1.08,8.99,7.3,7.43,7.42,20MICRONS
Interest,,,0.01,,0.2,0.48,9.23,10.95,8.78,8.1,20MICRONS
Profit before tax,0.03,0.05,0.05,0.3,0.15,0.18,10.16,9.38,0.37,1.09,20MICRONS
Tax,0.01,0.02,0.02,0.11,0.08,,,0.43,0.33,,20MICRONS
Net profit,0.02,0.02,0.03,0.19,0.07,0.18,10.16,8.94,0.04,1.09,20MICRONS
